"","X","phyD_FLT_c1.which.mclass....2...1."
"1820",1820,"AT3G43440"
"17",17,"AT1G01990"
"3263",3263,"AT5G59830"
"3176",3176,"AT5G54800"
"2640",2640,"AT5G05110"
"399",399,"AT1G29785"
"1085",1085,"AT2G24640"
"717",717,"AT1G70280"
"3220",3220,"AT5G57360"
"3056",3056,"AT5G44180"
"1361",1361,"AT2G45920"
"2334",2334,"AT4G24750"
"1600",1600,"AT3G13320"
"522",522,"AT1G51850"
"505",505,"AT1G49510"
"2902",2902,"AT5G23700"
"1568",1568,"AT3G11810"
"2540",2540,"AT4G37410"
"687",687,"AT1G68410"
"2657",2657,"AT5G05960"
"2900",2900,"AT5G23520"
"120",120,"AT1G08160"
"3009",3009,"AT5G40690"
"2701",2701,"AT5G09290"
"3192",3192,"AT5G55920"
"550",550,"AT1G54090"
"1225",1225,"AT2G36835"
"2531",2531,"AT4G36860"
"2214",2214,"AT4G15093"
"3135",3135,"AT5G51220"
"2386",2386,"AT4G28220"
"3190",3190,"AT5G55630"
"2571",2571,"AT4G39460"
"1591",1591,"AT3G12990"
"740",740,"AT1G71697"
"2574",2574,"AT4G39870"
"507",507,"AT1G49670"
"236",236,"AT1G16570"
"710",710,"AT1G69740"
"2167",2167,"AT4G10810"
"3055",3055,"AT5G44170"
"3032",3032,"AT5G42630"
"1353",1353,"AT2G45245"
"2883",2883,"AT5G22350"
"620",620,"AT1G62300"
"1258",1258,"AT2G38880"
"540",540,"AT1G53300"
"910",910,"AT2G04025"
"3352",3352,"AT5G65620"
"1909",1909,"AT3G51850"
"2249",2249,"AT4G17420"
"156",156,"AT1G10310"
"1577",1577,"AT3G12360"
"1250",1250,"AT2G38610"
"3167",3167,"AT5G53770"
"2441",2441,"AT4G31870"
"3350",3350,"AT5G65520"
"105",105,"AT1G06950"
"1567",1567,"AT3G11770"
"931",931,"AT2G09785"
"1863",1863,"AT3G48090"
"2945",2945,"AT5G27150"
"1207",1207,"AT2G35470"
"466",466,"AT1G44835"
"1069",1069,"AT2G22970"
"588",588,"AT1G58025"
"428",428,"AT1G32260"
"996",996,"AT2G18410"
"490",490,"AT1G48430"
"591",591,"AT1G58110"
"2992",2992,"AT5G38880"
"1491",1491,"AT3G06810"
"340",340,"AT1G25380"
"1219",1219,"AT2G36307"
"1942",1942,"AT3G54250"
"2237",2237,"AT4G16510"
"2089",2089,"AT4G01710"
"3260",3260,"AT5G59770"
"1740",1740,"AT3G23750"
"287",287,"AT1G21160"
"696",696,"AT1G68820"
"326",326,"AT1G23900"
"680",680,"AT1G67930"
"1436",1436,"AT3G03520"
"158",158,"AT1G10410"
"716",716,"AT1G70180"
"2880",2880,"AT5G22210"
"3057",3057,"AT5G44290"
"2051",2051,"AT3G62880"
"1900",1900,"AT3G51310"
"370",370,"AT1G27760"
"626",626,"AT1G62850"
"1594",1594,"AT3G13070"
"2873",2873,"AT5G20990"
"1839",1839,"AT3G46510"
"3316",3316,"AT5G63780"
"1394",1394,"AT3G01170"
"27",27,"AT1G02750"
"3132",3132,"AT5G50960"
"1648",1648,"AT3G15880"
"3194",3194,"AT5G56020"
"200",200,"AT1G13750"
"2268",2268,"AT4G18950"
"719",719,"AT1G70340"
"2896",2896,"AT5G23310"
"43",43,"AT1G03530"
"1377",1377,"AT2G47485"
"3203",3203,"AT5G56500"
"811",811,"AT1G76590"
"627",627,"AT1G62880"
"414",414,"AT1G30690"
"2724",2724,"AT5G10695"
"2752",2752,"AT5G12130"
"2393",2393,"AT4G28650"
"1402",1402,"AT3G01590"
"3339",3339,"AT5G64810"
"545",545,"AT1G53645"
"840",840,"AT1G79200"
"436",436,"AT1G33270"
"2086",2086,"AT4G01450"
"3361",3361,"AT5G65940"
"1222",1222,"AT2G36470"
"2084",2084,"AT4G01310"
"1985",1985,"AT3G57300"
"1326",1326,"AT2G43290"
"1890",1890,"AT3G50830"
"1154",1154,"AT2G30210"
"2065",2065,"AT4G00080"
"1408",1408,"AT3G01980"
"3096",3096,"AT5G47870"
"288",288,"AT1G21370"
"3071",3071,"AT5G46230"
"1001",1001,"AT2G18710"
"2820",2820,"AT5G16750"
"3100",3100,"AT5G48240"
"1006",1006,"AT2G18876"
"2506",2506,"AT4G35335"
"2039",2039,"AT3G62020"
"1320",1320,"AT2G43020"
"2541",2541,"AT4G37440"
"1718",1718,"AT3G21240"
"2950",2950,"AT5G27600"
"3046",3046,"AT5G43710"
"333",333,"AT1G24440"
"3207",3207,"AT5G56740"
"2028",2028,"AT3G60500"
"2342",2342,"AT4G25360"
"311",311,"AT1G22910"
"1339",1339,"AT2G44370"
"2705",2705,"AT5G09450"
"1236",1236,"AT2G37500"
"2835",2835,"AT5G17910"
"2764",2764,"AT5G13100"
"383",383,"AT1G28340"
"2620",2620,"AT5G03730"
"2324",2324,"AT4G24230"
"476",476,"AT1G47500"
"1329",1329,"AT2G43430"
"2339",2339,"AT4G25310"
"3211",3211,"AT5G57035"
"2489",2489,"AT4G34230"
"358",358,"AT1G27150"
"610",610,"AT1G60860"
"35",35,"AT1G03110"
"1463",1463,"AT3G05100"
"851",851,"AT1G79920"
"667",667,"AT1G67030"
"2539",2539,"AT4G37330"
"595",595,"AT1G58440"
"3359",3359,"AT5G65920"
"2227",2227,"AT4G16150"
"1788",1788,"AT3G27420"
"2427",2427,"AT4G30996"
"2965",2965,"AT5G35320"
"1117",1117,"AT2G27140"
"1698",1698,"AT3G20015"
"2146",2146,"AT4G09160"
"695",695,"AT1G68810"
"582",582,"AT1G56290"
"3040",3040,"AT5G43130"
"2981",2981,"AT5G37790"
"2096",2096,"AT4G02060"
"1745",1745,"AT3G24020"
"2544",2544,"AT4G37650"
"3271",3271,"AT5G60850"
"2442",2442,"AT4G31875"
"133",133,"AT1G08640"
"1405",1405,"AT3G01780"
"1035",1035,"AT2G20780"
"1362",1362,"AT2G46030"
"1593",1593,"AT3G13060"
"1036",1036,"AT2G20790"
"1013",1013,"AT2G19450"
"2439",2439,"AT4G31590"
"2197",2197,"AT4G14147"
"826",826,"AT1G77550"
"528",528,"AT1G52340"
"1246",1246,"AT2G38450"
"1014",1014,"AT2G19460"
"2443",2443,"AT4G31890"
"1596",1596,"AT3G13175"
"1828",1828,"AT3G44680"
"985",985,"AT2G17630"
"3084",3084,"AT5G47420"
"1998",1998,"AT3G58580"
"271",271,"AT1G19660"
"2728",2728,"AT5G10950"
"2216",2216,"AT4G15415"
"329",329,"AT1G24170"
"3245",3245,"AT5G58730"
"16",16,"AT1G01940"
"1999",1999,"AT3G58660"
"736",736,"AT1G71430"
"1116",1116,"AT2G27130"
"2348",2348,"AT4G26000"
"2117",2117,"AT4G03510"
"3310",3310,"AT5G63480"
"3227",3227,"AT5G57660"
"2477",2477,"AT4G33610"
"929",929,"AT2G07180"
"3343",3343,"AT5G65000"
"2020",2020,"AT3G60130"
"2066",2066,"AT4G00090"
"2010",2010,"AT3G59660"
"3282",3282,"AT5G61510"
"334",334,"AT1G24460"
"1841",1841,"AT3G46620"
"521",521,"AT1G51600"
"1178",1178,"AT2G32600"
"2649",2649,"AT5G05620"
"1680",1680,"AT3G18240"
"2871",2871,"AT5G20680"
"2235",2235,"AT4G16447"
"3115",3115,"AT5G49480"
"2281",2281,"AT4G20000"
"3334",3334,"AT5G64440"
"3297",3297,"AT5G62680"
"1060",1060,"AT2G22475"
"1345",1345,"AT2G44740"
"1753",1753,"AT3G24520"
"457",457,"AT1G41830"
"3006",3006,"AT5G40510"
"2282",2282,"AT4G20020"
"1966",1966,"AT3G55605"
"1474",1474,"AT3G05920"
"531",531,"AT1G52420"
"2750",2750,"AT5G12040"
"715",715,"AT1G70150"
"2675",2675,"AT5G06830"
"983",983,"AT2G17540"
"2905",2905,"AT5G23980"
"2578",2578,"AT4G40045"
"1849",1849,"AT3G47550"
"2049",2049,"AT3G62800"
"806",806,"AT1G76460"
"1490",1490,"AT3G06740"
"2507",2507,"AT4G35350"
"1325",1325,"AT2G43210"
"541",541,"AT1G53400"
"1147",1147,"AT2G29210"
"184",184,"AT1G12580"
"3094",3094,"AT5G47820"
"2934",2934,"AT5G25780"
"1396",1396,"AT3G01220"
"1783",1783,"AT3G27030"
"3288",3288,"AT5G62000"
"3387",3387,"AT5G67540"
"291",291,"AT1G21580"
"682",682,"AT1G67950"
"578",578,"AT1G56140"
"2789",2789,"AT5G14530"
"1939",1939,"AT3G54030"
"510",510,"AT1G50140"
"2570",2570,"AT4G39350"
"3019",3019,"AT5G41300"
"596",596,"AT1G59600"
"1335",1335,"AT2G44080"
"2217",2217,"AT4G15420"
"3390",3390,"ATCG00540"
"722",722,"AT1G70570"
"2980",2980,"AT5G37770"
"3241",3241,"AT5G58430"
"3130",3130,"AT5G50565"
"437",437,"AT1G33360"
"2283",2283,"AT4G20110"
"2126",2126,"AT4G05020"
"644",644,"AT1G64200"
"2754",2754,"AT5G12290"
"624",624,"AT1G62660"
"658",658,"AT1G65660"
"3047",3047,"AT5G43720"
"1215",1215,"AT2G36070"
"1284",1284,"AT2G40260"
"81",81,"AT1G05500"
"2628",2628,"AT5G04260"
"2131",2131,"AT4G05590"
"2890",2890,"AT5G22890"
"1632",1632,"AT3G15060"
"538",538,"AT1G53050"
"1744",1744,"AT3G23980"
"2061",2061,"AT3G63420"
"3024",3024,"AT5G41940"
