"","X","WS_FLT_c1.which.mclass....4...1."
"1646",1646,"AT2G40810"
"1292",1292,"AT2G16870"
"2694",2694,"AT4G14170"
"3429",3429,"AT5G24870"
"990",990,"AT1G72660"
"1340",1340,"AT2G20550"
"2718",2718,"AT4G15233"
"3001",3001,"AT4G36710"
"2219",2219,"AT3G44260"
"889",889,"AT1G66810"
"3070",3070,"AT5G01315"
"2330",2330,"AT3G50840"
"1717",1717,"AT2G45120"
"3841",3841,"AT5G60310"
"3778",3778,"AT5G56160"
"2761",2761,"AT4G18197"
"547",547,"AT1G32270"
"3451",3451,"AT5G26730"
"2719",2719,"AT4G15280"
"3294",3294,"AT5G14760"
"2716",2716,"AT4G15215"
"53",53,"AT1G04050"
"3365",3365,"AT5G18950"
"1098",1098,"AT1G77765"
"1889",1889,"AT3G07500"
"8",8,"AT1G01660"
"1012",1012,"AT1G73600"
"3240",3240,"AT5G10140"
"2524",2524,"AT4G00750"
"3546",3546,"AT5G41663"
"54",54,"AT1G04067"
"1561",1561,"AT2G35738"
"2401",2401,"AT3G55970"
"2182",2182,"AT3G28380"
"2457",2457,"AT3G59440"
"1520",1520,"AT2G33735"
"1094",1094,"AT1G77405"
"2705",2705,"AT4G14780"
"2267",2267,"AT3G47350"
"305",305,"AT1G13340"
"856",856,"AT1G64700"
"3749",3749,"AT5G54030"
"218",218,"AT1G09530"
"3550",3550,"AT5G41910"
"603",603,"AT1G47056"
"2454",2454,"AT3G59220"
"298",298,"AT1G13050"
"3876",3876,"AT5G62990"
"3694",3694,"AT5G50710"
"1546",1546,"AT2G35035"
"1026",1026,"AT1G74350"
"3043",3043,"AT4G39366"
"900",900,"AT1G68030"
"2309",2309,"AT3G49760"
"509",509,"AT1G29100"
"825",825,"AT1G63330"
"164",164,"AT1G07710"
"401",401,"AT1G19080"
"1482",1482,"AT2G31790"
"2947",2947,"AT4G33170"
"1684",1684,"AT2G42950"
"2679",2679,"AT4G13560"
"613",613,"AT1G48120"
"92",92,"AT1G05163"
"2661",2661,"AT4G12120"
"2117",2117,"AT3G23810"
"2874",2874,"AT4G26090"
"3007",3007,"AT4G37000"
"500",500,"AT1G27880"
"3089",3089,"AT5G01895"
"1713",1713,"AT2G44910"
"3469",3469,"AT5G32460"
"2625",2625,"AT4G09815"
"2487",2487,"AT3G61310"
"2900",2900,"AT4G28320"
"3083",3083,"AT5G01675"
"236",236,"AT1G09913"
"1433",1433,"AT2G27402"
"2722",2722,"AT4G15360"
"526",526,"AT1G30050"
"2676",2676,"AT4G13280"
"2505",2505,"AT3G62540"
"2014",2014,"AT3G15520"
"423",423,"AT1G20515"
"168",168,"AT1G07753"
"504",504,"AT1G28360"
"2657",2657,"AT4G11990"
"2138",2138,"AT3G25740"
"3574",3574,"AT5G43530"
"2322",2322,"AT3G50280"
"1686",1686,"AT2G43100"
"3673",3673,"AT5G49190"
"736",736,"AT1G56130"
"1283",1283,"AT2G15980"
"3961",3961,"ATCG00440"
"2072",2072,"AT3G20200"
"3346",3346,"AT5G17790"
"1156",1156,"AT2G01730"
"460",460,"AT1G23830"
"1776",1776,"AT3G01680"
"2472",2472,"AT3G60290"
"3702",3702,"AT5G51160"
"815",815,"AT1G62914"
"2547",2547,"AT4G01915"
"3584",3584,"AT5G43950"
"1932",1932,"AT3G09685"
"151",151,"AT1G07143"
"1700",1700,"AT2G43890"
"545",545,"AT1G31880"
"1378",1378,"AT2G23100"
"2765",2765,"AT4G18425"
"3764",3764,"AT5G55250"
"3756",3756,"AT5G54270"
"2285",2285,"AT3G48350"
"3472",3472,"AT5G35370"
"2166",2166,"AT3G27120"
"2723",2723,"AT4G15370"
"2917",2917,"AT4G29450"
"3416",3416,"AT5G23940"
"142",142,"AT1G06647"
"1363",1363,"AT2G22240"
"1409",1409,"AT2G25130"
"2455",2455,"AT3G59420"
"1962",1962,"AT3G11460"
"1116",1116,"AT1G78865"
"383",383,"AT1G18010"
"3368",3368,"AT5G19110"
"2543",2543,"AT4G01670"
"1118",1118,"AT1G78940"
"2877",2877,"AT4G26288"
"3970",3970,"ATCG01080"
"1351",1351,"AT2G21640"
"3055",3055,"AT5G00815"
"3114",3114,"AT5G02570"
"2929",2929,"AT4G31050"
"3414",3414,"AT5G23810"
"2918",2918,"AT4G29550"
"3497",3497,"AT5G38344"
"2434",2434,"AT3G58090"
"1855",1855,"AT3G05340"
"2538",2538,"AT4G01533"
"1166",1166,"AT2G02350"
"3621",3621,"AT5G46110"
"1536",1536,"AT2G34420"
"1965",1965,"AT3G11750"
"2474",2474,"AT3G60490"
"398",398,"AT1G18940"
"3589",3589,"AT5G44520"
"1097",1097,"AT1G77570"
"1918",1918,"AT3G09135"
"3953",3953,"ATCG00070"
"407",407,"AT1G19330"
"1605",1605,"AT2G38060"
"741",741,"AT1G56690"
"1333",1333,"AT2G20020"
"2752",2752,"AT4G17550"
"2683",2683,"AT4G13690"
"3474",3474,"AT5G35927"
"620",620,"AT1G48670"
"511",511,"AT1G29180"
"2712",2712,"AT4G15075"
"3033",3033,"AT4G38690"
"235",235,"AT1G09910"
"3996",3996,"ATMG01200"
"1192",1192,"AT2G04621"
"1533",1533,"AT2G34355"
"3615",3615,"AT5G45840"
"694",694,"AT1G53330"
"3693",3693,"AT5G50700"
"832",832,"AT1G63600"
"1214",1214,"AT2G07633"
"3008",3008,"AT4G37030"
"1370",1370,"AT2G22740"
"867",867,"AT1G65500"
"3461",3461,"AT5G27690"
"1838",1838,"AT3G04685"
"3395",3395,"AT5G22660"
"2597",2597,"AT4G06835"
"1608",1608,"AT2G38110"
"399",399,"AT1G19025"
"542",542,"AT1G31790"
"623",623,"AT1G48800"
"1611",1611,"AT2G38240"
"1440",1440,"AT2G28260"
"2969",2969,"AT4G34380"
"3228",3228,"AT5G09580"
"3837",3837,"AT5G59940"
"2762",2762,"AT4G18300"
"667",667,"AT1G51620"
"1280",1280,"AT2G15680"
"3135",3135,"AT5G03406"
"858",858,"AT1G64860"
"112",112,"AT1G05607"
"3678",3678,"AT5G49630"
"631",631,"AT1G49205"
"2700",2700,"AT4G14490"
"3120",3120,"AT5G02710"
"65",65,"AT1G04330"
"1315",1315,"AT2G18550"
"3669",3669,"AT5G48950"
"2783",2783,"AT4G19590"
"1324",1324,"AT2G19130"
"3254",3254,"AT5G11020"
"3396",3396,"AT5G22690"
"3919",3919,"AT5G66190"
"3355",3355,"AT5G18570"
"2849",2849,"AT4G24580"
"2606",2606,"AT4G07400"
"2585",2585,"AT4G05180"
"2992",2992,"AT4G36150"
"3989",3989,"ATMG00910"
"1271",1271,"AT2G14510"
"732",732,"AT1G55915"
"1239",1239,"AT2G08480"
"656",656,"AT1G51140"
"2154",2154,"AT3G26330"
"3716",3716,"AT5G51750"
"146",146,"AT1G06787"
"2051",2051,"AT3G18282"
"2141",2141,"AT3G25855"
"1950",1950,"AT3G10750"
"1647",1647,"AT2G40850"
"642",642,"AT1G50040"
"2106",2106,"AT3G22961"
"1106",1106,"AT1G78370"
"2230",2230,"AT3G44790"
"2633",2633,"AT4G10220"
"1523",1523,"AT2G33860"
"1732",1732,"AT2G46570"
"919",919,"AT1G68930"
"1688",1688,"AT2G43250"
"3845",3845,"AT5G60650"
"3861",3861,"AT5G61865"
"1562",1562,"AT2G35740"
"1856",1856,"AT3G05360"
"2079",2079,"AT3G20880"
"1230",1230,"AT2G07798"
"17",17,"AT1G01970"
"591",591,"AT1G44010"
"3882",3882,"AT5G63540"
"988",988,"AT1G72610"
"519",519,"AT1G29670"
"3717",3717,"AT5G51790"
"3973",3973,"ATCG01110"
"3598",3598,"AT5G44740"
"3496",3496,"AT5G38300"
"3592",3592,"AT5G44562"
"2593",2593,"AT4G06410"
"958",958,"AT1G70680"
"3626",3626,"AT5G46530"
"1353",1353,"AT2G21800"
"2259",2259,"AT3G46920"
"998",998,"AT1G73110"
"2609",2609,"AT4G08055"
"2452",2452,"AT3G59130"
"2303",2303,"AT3G49510"
"1708",1708,"AT2G44700"
"2598",2598,"AT4G06875"
"2595",2595,"AT4G06695"
"110",110,"AT1G05577"
"671",671,"AT1G51965"
"1198",1198,"AT2G05215"
"1231",1231,"AT2G07815"
"3916",3916,"AT5G65990"
"687",687,"AT1G53100"
"3092",3092,"AT5G02030"
"2279",2279,"AT3G47840"
"760",760,"AT1G59670"
"2431",2431,"AT3G57770"
"1042",1042,"AT1G74710"
"2590",2590,"AT4G05760"
"190",190,"AT1G08463"
"2439",2439,"AT3G58360"
"3377",3377,"AT5G20230"
"227",227,"AT1G09697"
"1593",1593,"AT2G37450"
"3597",3597,"AT5G44680"
"3257",3257,"AT5G11180"
"637",637,"AT1G49620"
"408",408,"AT1G19396"
"1637",1637,"AT2G40100"
"3718",3718,"AT5G51795"
"2393",2393,"AT3G55550"
"730",730,"AT1G55775"
"143",143,"AT1G06650"
"3500",3500,"AT5G38510"
"75",75,"AT1G04600"
"3112",3112,"AT5G02540"
"3029",3029,"AT4G38300"
"1722",1722,"AT2G45740"
"1741",1741,"AT2G46990"
"3107",3107,"AT5G02340"
"2355",2355,"AT3G52520"
"1411",1411,"AT2G25290"
"1425",1425,"AT2G26480"
"3195",3195,"AT5G07610"
"3241",3241,"AT5G10310"
"3441",3441,"AT5G25880"
"3056",3056,"AT5G00870"
"1137",1137,"AT1G80060"
"3812",3812,"AT5G57960"
"2651",2651,"AT4G11400"
"514",514,"AT1G29240"
"1552",1552,"AT2G35290"
"1576",1576,"AT2G36730"
"1641",1641,"AT2G40390"
"1659",1659,"AT2G41380"
"950",950,"AT1G70430"
"55",55,"AT1G04117"
"2428",2428,"AT3G57730"
"2470",2470,"AT3G60280"
"2541",2541,"AT4G01575"
"1808",1808,"AT3G03280"
"3781",3781,"AT5G56600"
"2035",2035,"AT3G17250"
"820",820,"AT1G63020"
"2632",2632,"AT4G10120"
"722",722,"AT1G55280"
"992",992,"AT1G72870"
