"","X","phyD_FLT_c1.which.mclass....9...1."
"1924",1924,"AT4G03240"
"2385",2385,"AT5G02280"
"785",785,"AT1G79280"
"845",845,"AT2G03690"
"2919",2919,"AT5G54600"
"2749",2749,"AT5G39800"
"2258",2258,"AT4G33100"
"3022",3022,"AT5G62530"
"2079",2079,"AT4G21610"
"1071",1071,"AT2G32560"
"2790",2790,"AT5G43900"
"1092",1092,"AT2G34770"
"2950",2950,"AT5G57040"
"2000",2000,"AT4G14160"
"238",238,"AT1G17280"
"3007",3007,"AT5G61530"
"1534",1534,"AT3G20790"
"1364",1364,"AT3G08640"
"2667",2667,"AT5G24520"
"1966",1966,"AT4G10320"
"2973",2973,"AT5G58720"
"646",646,"AT1G68220"
"145",145,"AT1G10410"
"2808",2808,"AT5G46160"
"1825",1825,"AT3G60210"
"2868",2868,"AT5G50320"
"1137",1137,"AT2G38860"
"2374",2374,"AT5G01410"
"958",958,"AT2G22125"
"630",630,"AT1G66760"
"1738",1738,"AT3G53710"
"2210",2210,"AT4G30800"
"114",114,"AT1G08350"
"977",977,"AT2G24290"
"2985",2985,"AT5G59560"
"75",75,"AT1G05785"
"1371",1371,"AT3G08943"
"863",863,"AT2G06050"
"64",64,"AT1G05070"
"670",670,"AT1G70320"
"2244",2244,"AT4G32605"
"1366",1366,"AT3G08680"
"2429",2429,"AT5G05800"
"3087",3087,"AT5G66050"
"1176",1176,"AT2G42030"
"986",986,"AT2G25870"
"1565",1565,"AT3G23690"
"62",62,"AT1G04980"
"1662",1662,"AT3G47470"
"2037",2037,"AT4G17040"
"2051",2051,"AT4G18070"
"1260",1260,"AT3G01220"
"2928",2928,"AT5G55260"
"373",373,"AT1G29357"
"748",748,"AT1G76540"
"1628",1628,"AT3G29350"
"199",199,"AT1G14453"
"2346",2346,"AT4G38490"
"813",813,"AT1G80940"
"2311",2311,"AT4G35950"
"2500",2500,"AT5G11800"
"2269",2269,"AT4G33670"
"88",88,"AT1G06530"
"2892",2892,"AT5G52280"
"2654",2654,"AT5G23250"
"2732",2732,"AT5G37350"
"396",396,"AT1G31600"
"1030",1030,"AT2G28510"
"558",558,"AT1G59760"
"153",153,"AT1G10760"
"3102",3102,"AT5G67240"
"968",968,"AT2G22630"
"2729",2729,"AT5G36160"
"2159",2159,"AT4G27470"
"793",793,"AT1G79870"
"2379",2379,"AT5G01810"
"2",2,"AT1G01070"
"693",693,"AT1G72310"
"2810",2810,"AT5G46210"
"1388",1388,"AT3G10250"
"837",837,"AT2G02800"
"127",127,"AT1G08770"
"232",232,"AT1G16710"
"2629",2629,"AT5G20600"
"819",819,"AT2G01170"
"765",765,"AT1G77670"
"1335",1335,"AT3G06740"
"2169",2169,"AT4G28100"
"1942",1942,"AT4G05460"
"2620",2620,"AT5G19750"
"2286",2286,"AT4G34370"
"2098",2098,"AT4G23800"
"875",875,"AT2G14100"
"1878",1878,"AT3G66654"
"944",944,"AT2G20860"
"1040",1040,"AT2G29210"
"251",251,"AT1G18500"
"1868",1868,"AT3G63030"
"1026",1026,"AT2G28380"
"1147",1147,"AT2G39970"
"800",800,"AT1G80160"
"1981",1981,"AT4G12390"
"2800",2800,"AT5G45390"
"401",401,"AT1G31817"
"2173",2173,"AT4G28260"
"711",711,"AT1G73720"
"1859",1859,"AT3G62570"
"2644",2644,"AT5G22480"
"367",367,"AT1G29040"
"108",108,"AT1G08037"
"383",383,"AT1G30130"
"1772",1772,"AT3G56720"
"2325",2325,"AT4G36990"
"53",53,"AT1G04520"
"2546",2546,"AT5G14320"
"2124",2124,"AT4G25400"
"2074",2074,"AT4G20480"
"1088",1088,"AT2G34660"
"1376",1376,"AT3G09470"
"1505",1505,"AT3G18030"
"2587",2587,"AT5G17910"
"2924",2924,"AT5G55120"
"2001",2001,"AT4G14342"
"847",847,"AT2G03830"
"1882",1882,"AT4G00150"
"2715",2715,"AT5G27990"
"2100",2100,"AT4G24026"
"1117",1117,"AT2G37220"
"965",965,"AT2G22480"
"1065",1065,"AT2G32080"
"803",803,"AT1G80440"
"996",996,"AT2G26600"
"1226",1226,"AT2G45810"
"2354",2354,"AT4G38640"
"2708",2708,"AT5G27720"
"3073",3073,"AT5G65630"
"3038",3038,"AT5G63550"
"649",649,"AT1G68440"
"1149",1149,"AT2G40000"
"927",927,"AT2G19450"
"417",417,"AT1G33265"
"395",395,"AT1G31440"
"252",252,"AT1G18700"
"192",192,"AT1G14000"
"3086",3086,"AT5G66030"
"2288",2288,"AT4G34710"
"2386",2386,"AT5G02480"
"1362",1362,"AT3G08550"
"2134",2134,"AT4G25880"
"3001",3001,"AT5G61210"
"1390",1390,"AT3G10330"
"3012",3012,"AT5G61960"
"2579",2579,"AT5G17560"
"1954",1954,"AT4G08690"
"389",389,"AT1G31020"
"1829",1829,"AT3G60340"
"2823",2823,"AT5G47500"
"1567",1567,"AT3G23890"
"2271",2271,"AT4G33740"
"1446",1446,"AT3G13720"
"2498",2498,"AT5G11750"
"773",773,"AT1G78520"
"947",947,"AT2G21120"
"92",92,"AT1G06640"
"868",868,"AT2G07175"
"2179",2179,"AT4G28610"
"2847",2847,"AT5G49020"
"2508",2508,"AT5G11980"
"1677",1677,"AT3G48670"
"576",576,"AT1G61730"
"136",136,"AT1G09520"
"3026",3026,"AT5G62740"
"459",459,"AT1G47960"
"548",548,"AT1G56300"
"874",874,"AT2G14045"
"429",429,"AT1G34430"
"2295",2295,"AT4G35020"
"1276",1276,"AT3G02540"
"1336",1336,"AT3G06750"
"2648",2648,"AT5G22890"
"319",319,"AT1G24764"
"2004",2004,"AT4G14455"
"1897",1897,"AT4G01120"
"2534",2534,"AT5G13490"
"2430",2430,"AT5G05890"
"689",689,"AT1G72050"
"848",848,"AT2G04025"
"2668",2668,"AT5G24650"
"2966",2966,"AT5G58040"
"2482",2482,"AT5G10390"
"2695",2695,"AT5G26740"
"2084",2084,"AT4G22140"
"1499",1499,"AT3G17430"
"1515",1515,"AT3G18940"
"2450",2450,"AT5G07110"
"503",503,"AT1G52150"
"834",834,"AT2G02470"
"780",780,"AT1G78920"
"1242",1242,"AT2G46950"
"211",211,"AT1G14920"
"2075",2075,"AT4G20980"
"1453",1453,"AT3G14240"
"2062",2062,"AT4G19490"
"2984",2984,"AT5G59530"
"1674",1674,"AT3G48380"
"1911",1911,"AT4G02280"
"1319",1319,"AT3G05420"
"1691",1691,"AT3G49470"
"564",564,"AT1G60200"
"2238",2238,"AT4G32260"
"2330",2330,"AT4G37260"
"1143",1143,"AT2G39705"
"2076",2076,"AT4G21192"
"3067",3067,"AT5G65260"
"2632",2632,"AT5G20830"
"2561",2561,"AT5G16070"
"1846",1846,"AT3G61640"
"542",542,"AT1G55880"
"2284",2284,"AT4G34260"
"1077",1077,"AT2G33310"
"1597",1597,"AT3G26670"
"3002",3002,"AT5G61340"
"937",937,"AT2G20330"
"2536",2536,"AT5G13840"
"188",188,"AT1G13690"
"896",896,"AT2G17080"
"484",484,"AT1G49720"
"2839",2839,"AT5G48180"
"2513",2513,"AT5G12310"
"2774",2774,"AT5G42100"
"348",348,"AT1G27540"
"416",416,"AT1G33250"
"471",471,"AT1G48635"
"2544",2544,"AT5G14180"
"1130",1130,"AT2G38140"
"1442",1442,"AT3G13445"
"2097",2097,"AT4G23670"
"1292",1292,"AT3G03450"
"433",433,"AT1G35670"
"1618",1618,"AT3G28180"
"3101",3101,"AT5G67130"
"190",190,"AT1G13980"
"605",605,"AT1G64200"
"101",101,"AT1G07370"
"440",440,"AT1G42990"
"2473",2473,"AT5G09600"
"2860",2860,"AT5G49830"
"1330",1330,"AT3G06435"
"2650",2650,"AT5G22940"
"2970",2970,"AT5G58230"
"632",632,"AT1G67060"
"2597",2597,"AT5G18680"
"2375",2375,"AT5G01460"
"496",496,"AT1G50660"
"1495",1495,"AT3G17090"
"2532",2532,"AT5G13370"
"1498",1498,"AT3G17420"
"957",957,"AT2G22120"
"2844",2844,"AT5G48720"
"781",781,"AT1G79000"
"1551",1551,"AT3G22300"
"2195",2195,"AT4G29690"
"1339",1339,"AT3G06960"
"2402",2402,"AT5G03860"
"1952",1952,"AT4G08580"
"2806",2806,"AT5G45750"
"2958",2958,"AT5G57580"
"1357",1357,"AT3G07770"
"2171",2171,"AT4G28180"
"688",688,"AT1G72040"
"2539",2539,"AT5G14020"
"723",723,"AT1G74790"
"1377",1377,"AT3G09570"
"41",41,"AT1G03290"
"2827",2827,"AT5G47680"
"702",702,"AT1G72820"
"479",479,"AT1G49050"
"3090",3090,"AT5G66160"
"528",528,"AT1G54990"
"2278",2278,"AT4G34070"
"1585",1585,"AT3G25800"
"2524",2524,"AT5G13100"
"3000",3000,"AT5G61150"
"948",948,"AT2G21195"
"2147",2147,"AT4G26610"
"2704",2704,"AT5G27490"
"1994",1994,"AT4G13620"
"113",113,"AT1G08283"
"1139",1139,"AT2G39020"
"1587",1587,"AT3G25830"
"2297",2297,"AT4G35220"
"1740",1740,"AT3G53850"
"1992",1992,"AT4G13360"
"1141",1141,"AT2G39550"
"559",559,"AT1G59830"
"1891",1891,"AT4G00710"
"1607",1607,"AT3G27190"
"2212",2212,"AT4G30890"
"1838",1838,"AT3G61140"
"168",168,"AT1G12270"
"97",97,"AT1G06960"
"1964",1964,"AT4G10110"
"102",102,"AT1G07470"
"1600",1600,"AT3G26810"
"2719",2719,"AT5G30510"
"2635",2635,"AT5G21070"
"2742",2742,"AT5G38880"
"1423",1423,"AT3G12620"
"2021",2021,"AT4G16140"
"2215",2215,"AT4G30993"
"2122",2122,"AT4G25360"
"971",971,"AT2G23820"
"2436",2436,"AT5G06240"
"1305",1305,"AT3G04520"
"206",206,"AT1G14730"
"1195",1195,"AT2G44180"
"1405",1405,"AT3G11690"
"264",264,"AT1G19920"
"3028",3028,"AT5G62880"
"1842",1842,"AT3G61270"
"2406",2406,"AT5G04410"
"2290",2290,"AT4G34890"
"1444",1444,"AT3G13670"
"2949",2949,"AT5G56980"
"2266",2266,"AT4G33540"
"3105",3105,"AT5G67390"
"1244",1244,"AT2G47060"
"1771",1771,"AT3G56590"
"301",301,"AT1G22910"
"829",829,"AT2G01820"
"2461",2461,"AT5G08580"
"2447",2447,"AT5G06950"
"570",570,"AT1G60960"
"1813",1813,"AT3G59480"
"1386",1386,"AT3G10210"
"2139",2139,"AT4G26130"
"1865",1865,"AT3G62940"
"1029",1029,"AT2G28430"
"987",987,"AT2G25964"
"1516",1516,"AT3G19010"
"2572",2572,"AT5G16800"
"249",249,"AT1G18470"
"2515",2515,"AT5G12370"
"1474",1474,"AT3G15690"
"99",99,"AT1G07040"
"2581",2581,"AT5G17640"
"336",336,"AT1G26580"
"70",70,"AT1G05350"
"1864",1864,"AT3G62900"
"2245",2245,"AT4G32660"
"2174",2174,"AT4G28440"
"2940",2940,"AT5G56350"
"2146",2146,"AT4G26550"
"1121",1121,"AT2G37678"
"1554",1554,"AT3G22480"
"575",575,"AT1G61690"
"2231",2231,"AT4G31580"
"2608",2608,"AT5G19180"
"960",960,"AT2G22300"
"1590",1590,"AT3G25900"
"447",447,"AT1G44835"
"737",737,"AT1G75760"
"1717",1717,"AT3G52200"
"674",674,"AT1G71080"
"235",235,"AT1G16870"
"32",32,"AT1G02880"
"2267",2267,"AT4G33565"
"3098",3098,"AT5G66920"
"2817",2817,"AT5G46860"
"1112",1112,"AT2G36850"
"2093",2093,"AT4G23430"
"2502",2502,"AT5G11850"
"1161",1161,"AT2G40800"
"2906",2906,"AT5G53480"
"1050",1050,"AT2G30600"
"1595",1595,"AT3G26560"
"339",339,"AT1G26690"
"762",762,"AT1G77540"
"2711",2711,"AT5G27820"
"535",535,"AT1G55520"
"390",390,"AT1G31160"
"1187",1187,"AT2G43210"
"1852",1852,"AT3G62190"
"1849",1849,"AT3G61980"
"1238",1238,"AT2G46630"
"2777",2777,"AT5G42520"
"370",370,"AT1G29260"
"2866",2866,"AT5G50180"
"1582",1582,"AT3G25540"
"2399",2399,"AT5G03540"
"359",359,"AT1G28310"
"2033",2033,"AT4G16630"
"573",573,"AT1G61590"
"2753",2753,"AT5G40250"
"1288",1288,"AT3G03320"
"667",667,"AT1G70180"
"2512",2512,"AT5G12200"
"152",152,"AT1G10700"
"478",478,"AT1G49032"
"1744",1744,"AT3G54210"
"239",239,"AT1G17430"
"774",774,"AT1G78560"
"1293",1293,"AT3G03490"
"2503",2503,"AT5G11860"
"193",193,"AT1G14060"
"3005",3005,"AT5G61500"
"2101",2101,"AT4G24050"
"2341",2341,"AT4G38210"
"777",777,"AT1G78680"
"93",93,"AT1G06670"
"415",415,"AT1G33230"
"665",665,"AT1G69960"
"2112",2112,"AT4G24760"
"2642",2642,"AT5G22330"
"1113",1113,"AT2G36900"
"2555",2555,"AT5G15550"
"2398",2398,"AT5G03530"
"2977",2977,"AT5G58930"
"2731",2731,"AT5G37310"
"2571",2571,"AT5G16780"
"1673",1673,"AT3G48090"
"1194",1194,"AT2G44080"
"887",887,"AT2G16485"
"100",100,"AT1G07350"
"1275",1275,"AT3G02420"
"2080",2080,"AT4G21710"
"2014",2014,"AT4G15550"
"2641",2641,"AT5G22320"
"457",457,"AT1G47530"
"1100",1100,"AT2G35795"
"1332",1332,"AT3G06580"
"1031",1031,"AT2G28520"
"105",105,"AT1G07660"
"821",821,"AT2G01220"
"1579",1579,"AT3G25290"
"2822",2822,"AT5G47390"
"2154",2154,"AT4G27120"
"2863",2863,"AT5G50010"
"392",392,"AT1G31300"
"180",180,"AT1G12850"
"799",799,"AT1G80050"
"2410",2410,"AT5G04560"
"1478",1478,"AT3G15980"
"1713",1713,"AT3G51720"
"1306",1306,"AT3G04560"
"1526",1526,"AT3G19740"
"1399",1399,"AT3G11280"
"397",397,"AT1G31660"
"1361",1361,"AT3G08510"
"2713",2713,"AT5G27860"
"1472",1472,"AT3G15590"
"1634",1634,"AT3G32930"
"3104",3104,"AT5G67330"
"65",65,"AT1G05147"
"1957",1957,"AT4G09160"
"1779",1779,"AT3G57000"
"2031",2031,"AT4G16510"
"741",741,"AT1G76150"
"151",151,"AT1G10690"
"794",794,"AT1G79920"
"1359",1359,"AT3G07790"
"163",163,"AT1G11890"
"381",381,"AT1G29965"
"696",696,"AT1G72440"
"2066",2066,"AT4G20020"
"989",989,"AT2G26140"
"3010",3010,"AT5G61840"
"2643",2643,"AT5G22370"
"1482",1482,"AT3G16400"
"1351",1351,"AT3G07470"
"1946",1946,"AT4G07950"
"725",725,"AT1G74960"
"2490",2490,"AT5G11230"
"2887",2887,"AT5G51940"
"2032",2032,"AT4G16563"
"194",194,"AT1G14230"
"705",705,"AT1G72930"
"1773",1773,"AT3G56750"
"1035",1035,"AT2G28800"
"1338",1338,"AT3G06860"
"2303",2303,"AT4G35390"
"1258",1258,"AT3G01090"
"2221",2221,"AT4G31170"
"2224",2224,"AT4G31420"
"1887",1887,"AT4G00440"
"2353",2353,"AT4G38600"
"1051",1051,"AT2G30700"
"830",830,"AT2G01830"
"2466",2466,"AT5G09300"
"2783",2783,"AT5G42960"
"2658",2658,"AT5G23420"
"1937",1937,"AT4G04950"
"2203",2203,"AT4G30270"
"974",974,"AT2G24060"
"2395",2395,"AT5G03170"
"959",959,"AT2G22230"
"1801",1801,"AT3G58490"
"2227",2227,"AT4G31490"
"1443",1443,"AT3G13470"
"566",566,"AT1G60660"
"2566",2566,"AT5G16560"
"1303",1303,"AT3G04480"
"2296",2296,"AT4G35040"
"652",652,"AT1G68760"
"2831",2831,"AT5G47780"
"2506",2506,"AT5G11960"
"476",476,"AT1G48900"
"1424",1424,"AT3G12650"
"2393",2393,"AT5G03150"
"2911",2911,"AT5G53800"
"2998",2998,"AT5G60990"
"209",209,"AT1G14850"
"2743",2743,"AT5G39500"
"1681",1681,"AT3G48860"
"734",734,"AT1G75580"
"428",428,"AT1G34350"
"2735",2735,"AT5G37540"
"253",253,"AT1G18840"
"141",141,"AT1G09870"
"2766",2766,"AT5G41760"
"1261",1261,"AT3G01310"
"2992",2992,"AT5G60410"
"2192",2192,"AT4G29510"
"1596",1596,"AT3G26640"
"2897",2897,"AT5G53045"
"934",934,"AT2G19940"
"983",983,"AT2G25280"
"3116",3116,"ATMG00080"
"2045",2045,"AT4G17720"
"1234",1234,"AT2G46260"
"1762",1762,"AT3G55340"
"2691",2691,"AT5G26610"
"1905",1905,"AT4G01897"
"1655",1655,"AT3G46510"
"2909",2909,"AT5G53570"
"583",583,"AT1G62330"
"363",363,"AT1G28490"
"2259",2259,"AT4G33110"
"807",807,"AT1G80620"
"499",499,"AT1G51570"
"686",686,"AT1G71880"
"1004",1004,"AT2G27000"
"1920",1920,"AT4G02940"
"2690",2690,"AT5G26600"
"1389",1389,"AT3G10260"
"293",293,"AT1G22200"
"426",426,"AT1G34190"
"491",491,"AT1G50380"
"1312",1312,"AT3G04910"
"838",838,"AT2G02820"
"1881",1881,"AT4G00110"
"1245",1245,"AT2G47070"
"1972",1972,"AT4G10840"
"1573",1573,"AT3G24180"
"358",358,"AT1G28280"
"2836",2836,"AT5G47990"
"2339",2339,"AT4G38040"
"2779",2779,"AT5G42560"
"1156",1156,"AT2G40475"
"489",489,"AT1G49970"
"2747",2747,"AT5G39660"
"2255",2255,"AT4G33060"
"515",515,"AT1G53400"
"282",282,"AT1G21450"
"946",946,"AT2G20920"
"1533",1533,"AT3G20630"
"767",767,"AT1G77770"
"2655",2655,"AT5G23340"
"565",565,"AT1G60640"
"550",550,"AT1G57540"
"2760",2760,"AT5G40980"
"1855",1855,"AT3G62360"
"1283",1283,"AT3G02880"
"1647",1647,"AT3G44430"
"2969",2969,"AT5G58200"
"2917",2917,"AT5G54390"
"3063",3063,"AT5G64970"
"1021",1021,"AT2G28060"
"1155",1155,"AT2G40380"
"1079",1079,"AT2G33435"
"568",568,"AT1G60810"
"1519",1519,"AT3G19260"
"481",481,"AT1G49470"
"2803",2803,"AT5G45470"
"2705",2705,"AT5G27520"
"984",984,"AT2G25310"
"2785",2785,"AT5G43150"
"2603",2603,"AT5G19000"
"344",344,"AT1G27150"
"2162",2162,"AT4G27640"
"1668",1668,"AT3G47730"
"289",289,"AT1G21920"
"2182",2182,"AT4G28840"
"1606",1606,"AT3G27100"
"2902",2902,"AT5G53350"
"2899",2899,"AT5G53120"
"901",901,"AT2G17265"
"46",46,"AT1G03910"
"2035",2035,"AT4G16670"
"3088",3088,"AT5G66070"
"2981",2981,"AT5G59150"
"2199",2199,"AT4G29950"
"1168",1168,"AT2G41310"
"1052",1052,"AT2G30740"
"2340",2340,"AT4G38100"
"2253",2253,"AT4G32930"
"477",477,"AT1G48950"
"2637",2637,"AT5G22050"
"332",332,"AT1G26300"
"546",546,"AT1G56210"
"382",382,"AT1G29980"
"1532",1532,"AT3G20410"
"2309",2309,"AT4G35850"
"1272",1272,"AT3G02120"
"2343",2343,"AT4G38260"
"2927",2927,"AT5G55230"
"1564",1564,"AT3G23640"
"1402",1402,"AT3G11530"
"2923",2923,"AT5G55040"
"2270",2270,"AT4G33680"
"2477",2477,"AT5G10010"
"1445",1445,"AT3G13710"
"3075",3075,"AT5G65650"
"375",375,"AT1G29520"
"2417",2417,"AT5G05060"
"1173",1173,"AT2G41740"
"1973",1973,"AT4G10925"
"2726",2726,"AT5G35730"
"2613",2613,"AT5G19400"
"2136",2136,"AT4G26060"
"3035",3035,"AT5G63460"
"2467",2467,"AT5G09310"
"1622",1622,"AT3G28730"
"1241",1241,"AT2G46920"
"1616",1616,"AT3G27850"
"2617",2617,"AT5G19570"
"2408",2408,"AT5G04510"
"1393",1393,"AT3G10620"
"1225",1225,"AT2G45730"
"1251",1251,"AT2G47700"
"2649",2649,"AT5G22920"
"1724",1724,"AT3G52490"
"2694",2694,"AT5G26731"
"2599",2599,"AT5G18860"
"2380",2380,"AT5G01890"
"739",739,"AT1G75945"
"1046",1046,"AT2G30110"
"1337",1337,"AT3G06790"
"1536",1536,"AT3G20840"
"203",203,"AT1G14685"
"642",642,"AT1G67810"
"806",806,"AT1G80600"
"2384",2384,"AT5G02070"
"2843",2843,"AT5G48680"
"1457",1457,"AT3G14415"
"2170",2170,"AT4G28170"
"2788",2788,"AT5G43600"
"571",571,"AT1G61100"
"12",12,"AT1G01630"
"1609",1609,"AT3G27230"
"618",618,"AT1G65280"
"2538",2538,"AT5G14000"
"259",259,"AT1G19660"
"322",322,"AT1G25175"
"1222",1222,"AT2G45620"
"994",994,"AT2G26510"
"386",386,"AT1G30590"
"745",745,"AT1G76405"
"1068",1068,"AT2G32260"
"2335",2335,"AT4G37650"
"2061",2061,"AT4G19350"
"2882",2882,"AT5G51550"
"1903",1903,"AT4G01860"
"2039",2039,"AT4G17085"
"2472",2472,"AT5G09590"
"1262",1262,"AT3G01560"
"706",706,"AT1G73165"
"2842",2842,"AT5G48560"
"2135",2135,"AT4G26000"
"950",950,"AT2G21270"
"2081",2081,"AT4G21860"
"1485",1485,"AT3G16480"
"871",871,"AT2G08340"
"2388",2388,"AT5G02750"
"2053",2053,"AT4G18360"
"150",150,"AT1G10600"
"1653",1653,"AT3G46210"
"2038",2038,"AT4G17050"
"625",625,"AT1G66070"
"1108",1108,"AT2G36400"
"730",730,"AT1G75400"
"1989",1989,"AT4G13270"
"1372",1372,"AT3G09035"
"2420",2420,"AT5G05250"
"2412",2412,"AT5G04850"
"1343",1343,"AT3G07090"
"1114",1114,"AT2G37020"
"750",750,"AT1G76560"
"1311",1311,"AT3G04830"
"2721",2721,"AT5G33355"
"1646",1646,"AT3G44190"
"2096",2096,"AT4G23620"
"461",461,"AT1G48140"
"2260",2260,"AT4G33130"
"2029",2029,"AT4G16360"
"3069",3069,"AT5G65495"
"1298",1298,"AT3G03950"
"25",25,"AT1G02330"
"436",436,"AT1G36160"
"1002",1002,"AT2G26980"
"1835",1835,"AT3G60910"
"2152",2152,"AT4G26940"
"1832",1832,"AT3G60630"
"1819",1819,"AT3G59690"
"371",371,"AT1G29320"
"2698",2698,"AT5G26830"
"676",676,"AT1G71200"
"505",505,"AT1G52340"
"1473",1473,"AT3G15610"
"534",534,"AT1G55500"
"2994",2994,"AT5G60550"
"107",107,"AT1G07985"
"19",19,"AT1G01960"
"2968",2968,"AT5G58130"
"1200",1200,"AT2G44520"
"1999",1999,"AT4G14145"
"2782",2782,"AT5G42950"
"1479",1479,"AT3G16060"
"2064",2064,"AT4G19700"
"2697",2697,"AT5G26800"
"444",444,"AT1G44170"
"880",880,"AT2G15000"
"2121",2121,"AT4G25260"
"1326",1326,"AT3G06170"
"164",164,"AT1G11930"
"831",831,"AT2G01850"
"3016",3016,"AT5G62165"
"2776",2776,"AT5G42320"
"171",171,"AT1G12520"
"1893",1893,"AT4G00752"
"2965",2965,"AT5G58005"
"1348",1348,"AT3G07330"
"493",493,"AT1G50500"
"74",74,"AT1G05620"
"2387",2387,"AT5G02640"
"533",533,"AT1G55350"
"2165",2165,"AT4G27760"
"561",561,"AT1G60070"
"3064",3064,"AT5G65040"
"500",500,"AT1G51630"
"1899",1899,"AT4G01330"
"926",926,"AT2G19350"
"791",791,"AT1G79660"
"1735",1735,"AT3G53340"
"2050",2050,"AT4G18060"
"2626",2626,"AT5G20490"
"2457",2457,"AT5G08340"
"2023",2023,"AT4G16150"
"1664",1664,"AT3G47490"
"1188",1188,"AT2G43340"
"2517",2517,"AT5G12440"
"377",377,"AT1G29785"
"98",98,"AT1G06980"
"2475",2475,"AT5G09890"
"768",768,"AT1G77840"
"2111",2111,"AT4G24740"
"2896",2896,"AT5G53000"
"2683",2683,"AT5G25760"
"1841",1841,"AT3G61260"
"2041",2041,"AT4G17230"
"1915",1915,"AT4G02590"
"1058",1058,"AT2G31400"
"379",379,"AT1G29880"
"220",220,"AT1G15570"
"753",753,"AT1G76878"
"1098",1098,"AT2G35510"
"1093",1093,"AT2G34900"
"2702",2702,"AT5G27400"
"913",913,"AT2G18196"
"2590",2590,"AT5G18200"
"2172",2172,"AT4G28200"
"2585",2585,"AT5G17870"
"1410",1410,"AT3G12030"
"1401",1401,"AT3G11420"
"302",302,"AT1G22920"
"1823",1823,"AT3G59980"
"2083",2083,"AT4G22130"
"784",784,"AT1G79260"
"797",797,"AT1G79985"
"579",579,"AT1G61870"
"1008",1008,"AT2G27130"
"3062",3062,"AT5G64960"
"2757",2757,"AT5G40870"
"2265",2265,"AT4G33510"
"2876",2876,"AT5G51140"
"1170",1170,"AT2G41620"
"357",357,"AT1G28260"
"2108",2108,"AT4G24550"
"1995",1995,"AT4G14020"
"1286",1286,"AT3G03050"
"1560",1560,"AT3G23080"
"2022",2022,"AT4G16143"
"1205",1205,"AT2G44820"
"1745",1745,"AT3G54220"
"769",769,"AT1G77920"
"2183",2183,"AT4G28860"
"1926",1926,"AT4G03320"
"1074",1074,"AT2G32920"
"3089",3089,"AT5G66120"
"2676",2676,"AT5G25170"
"2130",2130,"AT4G25720"
"2634",2634,"AT5G20990"
"462",462,"AT1G48170"
"1023",1023,"AT2G28230"
"340",340,"AT1G26740"
"1140",1140,"AT2G39300"
"1307",1307,"AT3G04600"
"2689",2689,"AT5G26290"
"402",402,"AT1G31830"
"2478",2478,"AT5G10060"
"1624",1624,"AT3G28950"
"312",312,"AT1G23960"
"2106",2106,"AT4G24440"
"536",536,"AT1G55530"
"468",468,"AT1G48450"
"909",909,"AT2G17980"
"2840",2840,"AT5G48380"
"1784",1784,"AT3G57300"
"2338",2338,"AT4G37820"
"2234",2234,"AT4G31880"
"1186",1186,"AT2G43110"
"2792",2792,"AT5G44180"
"324",324,"AT1G25220"
"3024",3024,"AT5G62610"
"1688",1688,"AT3G49310"
"237",237,"AT1G17210"
"63",63,"AT1G04985"
"494",494,"AT1G50570"
"116",116,"AT1G08430"
"306",306,"AT1G23040"
"640",640,"AT1G67620"
"467",467,"AT1G48420"
"1830",1830,"AT3G60360"
"840",840,"AT2G03350"
"1768",1768,"AT3G56110"
"2321",2321,"AT4G36720"
"3052",3052,"AT5G64290"
"1529",1529,"AT3G19980"
"3079",3079,"AT5G65780"
"91",91,"AT1G06620"
"2878",2878,"AT5G51300"
"593",593,"AT1G63110"
"2178",2178,"AT4G28540"
"982",982,"AT2G25170"
"1737",1737,"AT3G53630"
"2438",2438,"AT5G06340"
"1712",1712,"AT3G51670"
"581",581,"AT1G62040"
"856",856,"AT2G05380"
"2088",2088,"AT4G22300"
"1210",1210,"AT2G45210"
"1800",1800,"AT3G58470"
"2019",2019,"AT4G15920"
"513",513,"AT1G53280"
"1223",1223,"AT2G45670"
"1231",1231,"AT2G46080"
"2317",2317,"AT4G36380"
"294",294,"AT1G22280"
"2090",2090,"AT4G22360"
"2798",2798,"AT5G45290"
"148",148,"AT1G10530"
"2247",2247,"AT4G32760"
"1382",1382,"AT3G09980"
"1268",1268,"AT3G01960"
"2805",2805,"AT5G45600"
"1314",1314,"AT3G05090"
"2252",2252,"AT4G32890"
"1411",1411,"AT3G12050"
"3084",3084,"AT5G65950"
"661",661,"AT1G69490"
"2588",2588,"AT5G18120"
"2010",2010,"AT4G15180"
"391",391,"AT1G31180"
"1862",1862,"AT3G62700"
"2576",2576,"AT5G17160"
"1436",1436,"AT3G13224"
"2222",2222,"AT4G31310"
"828",828,"AT2G01710"
"1290",1290,"AT3G03380"
"850",850,"AT2G04160"
"1574",1574,"AT3G24450"
"2710",2710,"AT5G27740"
"384",384,"AT1G30440"
"636",636,"AT1G67280"
"502",502,"AT1G51760"
"2758",2758,"AT5G40890"
"524",524,"AT1G54460"
"1867",1867,"AT3G63010"
"318",318,"AT1G24460"
"1015",1015,"AT2G27470"
"132",132,"AT1G09130"
"135",135,"AT1G09280"
"2145",2145,"AT4G26542"
"2496",2496,"AT5G11690"
"1826",1826,"AT3G60240"
"3057",3057,"AT5G64670"
"460",460,"AT1G47970"
"2333",2333,"AT4G37460"
"2959",2959,"AT5G57660"
