"","X","WS_GC_c1.which.mclass....1...1."
"3444",3444,"AT5G09950"
"3437",3437,"AT5G09585"
"2731",2731,"AT4G04850"
"173",173,"AT1G07143"
"1224",1224,"AT2G02750"
"1373",1373,"AT2G15220"
"1416",1416,"AT2G18969"
"2858",2858,"AT4G13840"
"1564",1564,"AT2G30370"
"1166",1166,"AT1G78476"
"1256",1256,"AT2G04500"
"183",183,"AT1G07513"
"1728",1728,"AT2G40020"
"2614",2614,"AT3G61160"
"706",706,"AT1G51538"
"3092",3092,"AT4G27850"
"1593",1593,"AT2G32235"
"3152",3152,"AT4G33180"
"1624",1624,"AT2G34220"
"2664",2664,"AT4G00220"
"2977",2977,"AT4G20390"
"355",355,"AT1G14660"
"3835",3835,"AT5G46660"
"2284",2284,"AT3G25990"
"2032",2032,"AT3G09060"
"2923",2923,"AT4G16900"
"4075",4075,"AT5G64530"
"1663",1663,"AT2G35760"
"962",962,"AT1G67070"
"216",216,"AT1G08387"
"2907",2907,"AT4G16146"
"2721",2721,"AT4G04285"
"2308",2308,"AT3G27480"
"1695",1695,"AT2G37610"
"167",167,"AT1G06963"
"1428",1428,"AT2G19780"
"940",940,"AT1G65910"
"2594",2594,"AT3G59730"
"1172",1172,"AT1G78820"
"3967",3967,"AT5G56840"
"4101",4101,"AT5G65790"
"1866",1866,"AT3G01510"
"111",111,"AT1G05267"
"3705",3705,"AT5G38420"
"1288",1288,"AT2G07652"
"95",95,"AT1G04877"
"1000",1000,"AT1G68750"
"192",192,"AT1G07733"
"2041",2041,"AT3G09290"
"4105",4105,"AT5G66130"
"674",674,"AT1G49560"
"1758",1758,"AT2G41470"
"1475",1475,"AT2G23000"
"2341",2341,"AT3G29330"
"92",92,"AT1G04778"
"2486",2486,"AT3G51560"
"3657",3657,"AT5G26190"
"3069",3069,"AT4G26150"
"1885",1885,"AT3G02275"
"259",259,"AT1G09697"
"558",558,"AT1G29830"
"1120",1120,"AT1G75300"
"3898",3898,"AT5G50700"
"297",297,"AT1G11290"
"3502",3502,"AT5G14820"
"1218",1218,"AT2G02300"
"1384",1384,"AT2G16385"
"2668",2668,"AT4G00380"
"1323",1323,"AT2G08655"
"131",131,"AT1G05670"
"2405",2405,"AT3G46710"
"3540",3540,"AT5G17522"
"3860",3860,"AT5G48000"
"594",594,"AT1G32940"
"1545",1545,"AT2G28605"
"838",838,"AT1G61180"
"229",229,"AT1G09155"
"3791",3791,"AT5G44490"
"1454",1454,"AT2G21595"
"3011",3011,"AT4G22830"
"560",560,"AT1G29920"
"3997",3997,"AT5G58550"
"3014",3014,"AT4G22990"
"3",3,"AT1G01130"
"1042",1042,"AT1G70920"
"3628",3628,"AT5G24280"
"2087",2087,"AT3G12690"
"1258",1258,"AT2G04790"
"3421",3421,"AT5G08865"
"349",349,"AT1G14470"
"1586",1586,"AT2G31920"
"1232",1232,"AT2G03410"
"1150",1150,"AT1G77270"
"4134",4134,"ATCG00130"
"678",678,"AT1G49700"
"2924",2924,"AT4G16920"
"1595",1595,"AT2G32470"
"698",698,"AT1G51260"
"3161",3161,"AT4G33730"
"1317",1317,"AT2G08480"
"3825",3825,"AT5G45930"
"1422",1422,"AT2G19330"
"1568",1568,"AT2G30670"
"378",378,"AT1G16025"
"2817",2817,"AT4G11190"
"3868",3868,"AT5G48570"
"3347",3347,"AT5G04180"
"1207",1207,"AT2G01590"
"2989",2989,"AT4G21480"
"4124",4124,"AT5G67090"
"605",605,"AT1G34040"
"4072",4072,"AT5G64450"
"1072",1072,"AT1G73110"
"2807",2807,"AT4G10550"
"13",13,"AT1G01740"
"3364",3364,"AT5G05190"
"3309",3309,"AT5G02565"
"578",578,"AT1G31280"
"2677",2677,"AT4G00975"
"4173",4173,"ATMG00870"
"80",80,"AT1G04473"
"2684",2684,"AT4G01460"
"2936",2936,"AT4G17905"
"3137",3137,"AT4G31248"
"4186",4186,"ATMG01250"
"2082",2082,"AT3G12170"
"3899",3899,"AT5G50780"
"261",261,"AT1G09783"
"769",769,"AT1G54540"
"3619",3619,"AT5G23770"
"3781",3781,"AT5G43725"
"2849",2849,"AT4G13550"
"1424",1424,"AT2G19440"
"823",823,"AT1G60000"
"1693",1693,"AT2G37440"
"1462",1462,"AT2G21960"
"1614",1614,"AT2G33205"
"1216",1216,"AT2G02240"
"3771",3771,"AT5G43050"
"1859",1859,"AT3G01225"
"3446",3446,"AT5G09990"
"2306",2306,"AT3G27290"
"2196",2196,"AT3G20110"
"450",450,"AT1G20810"
"984",984,"AT1G68340"
"1743",1743,"AT2G40790"
"3504",3504,"AT5G15025"
"632",632,"AT1G43010"
"599",599,"AT1G33475"
"382",382,"AT1G16360"
"3894",3894,"AT5G50570"
"1669",1669,"AT2G35980"
"221",221,"AT1G08513"
"2206",2206,"AT3G20680"
"2070",2070,"AT3G11020"
"4055",4055,"AT5G62750"
"2476",2476,"AT3G51220"
"2114",2114,"AT3G14330"
"1896",1896,"AT3G02565"
"32",32,"AT1G02580"
"2972",2972,"AT4G20060"
"591",591,"AT1G32510"
"2784",2784,"AT4G08795"
"3828",3828,"AT5G46090"
"2385",2385,"AT3G45440"
"2227",2227,"AT3G22142"
"2201",2201,"AT3G20420"
"268",268,"AT1G09910"
"1177",1177,"AT1G78960"
"1442",1442,"AT2G20800"
"139",139,"AT1G06003"
"3225",3225,"AT4G37760"
"1489",1489,"AT2G23770"
"3057",3057,"AT4G25780"
"3486",3486,"AT5G13720"
"2558",2558,"AT3G57160"
"879",879,"AT1G62914"
"208",208,"AT1G08270"
"1228",1228,"AT2G03200"
"700",700,"AT1G51370"
"837",837,"AT1G61170"
"3386",3386,"AT5G06595"
"655",655,"AT1G48180"
"3337",3337,"AT5G03635"
"1949",1949,"AT3G05260"
"3245",3245,"AT4G39180"
"1370",1370,"AT2G14775"
"488",488,"AT1G23465"
"3754",3754,"AT5G41920"
"2900",2900,"AT4G15530"
"619",619,"AT1G35350"
"3694",3694,"AT5G37760"
"1054",1054,"AT1G71866"
"3780",3780,"AT5G43690"
"3890",3890,"AT5G50240"
"2002",2002,"AT3G07875"
"2535",2535,"AT3G55700"
"3873",3873,"AT5G48790"
"1477",1477,"AT2G23100"
"2296",2296,"AT3G26445"
"2321",2321,"AT3G28320"
"3698",3698,"AT5G38060"
"771",771,"AT1G54940"
"1278",1278,"AT2G06085"
"1196",1196,"AT1G80820"
"1904",1904,"AT3G03225"
"323",323,"AT1G12860"
"995",995,"AT1G68630"
"2229",2229,"AT3G22183"
"2133",2133,"AT3G15605"
"1025",1025,"AT1G70250"
"2569",2569,"AT3G57740"
"3536",3536,"AT5G17150"
"2025",2025,"AT3G08940"
"2596",2596,"AT3G59850"
"4006",4006,"AT5G59260"
"1297",1297,"AT2G07724"
"3134",3134,"AT4G31073"
"1756",1756,"AT2G41370"
"456",456,"AT1G21400"
"237",237,"AT1G09340"
"3749",3749,"AT5G41850"
"3804",3804,"AT5G44820"
"2839",2839,"AT4G12830"
"833",833,"AT1G60690"
"2015",2015,"AT3G08500"
"3398",3398,"AT5G07265"
"2457",2457,"AT3G49840"
"2152",2152,"AT3G16900"
"3124",3124,"AT4G30110"
"2878",2878,"AT4G14780"
"290",290,"AT1G11125"
"3708",3708,"AT5G38520"
"746",746,"AT1G53250"
"2214",2214,"AT3G21000"
"2691",2691,"AT4G01915"
"3035",3035,"AT4G24540"
"537",537,"AT1G28170"
"3686",3686,"AT5G36220"
"727",727,"AT1G52530"
"948",948,"AT1G66450"
"3148",3148,"AT4G32770"
"2225",2225,"AT3G22100"
"2997",2997,"AT4G21870"
"1994",1994,"AT3G07540"
"3493",3493,"AT5G14280"
"2499",2499,"AT3G52600"
"2620",2620,"AT3G61320"
"294",294,"AT1G11210"
"934",934,"AT1G65250"
"157",157,"AT1G06463"
"680",680,"AT1G50040"
"3020",3020,"AT4G23190"
"3203",3203,"AT4G36280"
"2057",2057,"AT3G09960"
"1874",1874,"AT3G01730"
"301",301,"AT1G11330"
"978",978,"AT1G68110"
"195",195,"AT1G07897"
"2119",2119,"AT3G14650"
"768",768,"AT1G54530"
"2314",2314,"AT3G27730"
"2949",2949,"AT4G18840"
"2319",2319,"AT3G28210"
"1482",1482,"AT2G23400"
"3049",3049,"AT4G25380"
"1210",1210,"AT2G01760"
"2404",2404,"AT3G46650"
"2115",2115,"AT3G14340"
"2076",2076,"AT3G11460"
"435",435,"AT1G19650"
"4023",4023,"AT5G60022"
"3028",3028,"AT4G24040"
"3608",3608,"AT5G22800"
"3460",3460,"AT5G11140"
"2120",2120,"AT3G14700"
"1068",1068,"AT1G72910"
"3613",3613,"AT5G23155"
"1122",1122,"AT1G75490"
"2140",2140,"AT3G15930"
"64",64,"AT1G04077"
"562",562,"AT1G30020"
"1091",1091,"AT1G74180"
"745",745,"AT1G53233"
"2671",2671,"AT4G00750"
"821",821,"AT1G59860"
"1913",1913,"AT3G03660"
"2465",2465,"AT3G50420"
"3242",3242,"AT4G38910"
"2420",2420,"AT3G47600"
"1476",1476,"AT2G23060"
"2245",2245,"AT3G22961"
"941",941,"AT1G65920"
"3108",3108,"AT4G29080"
"176",176,"AT1G07187"
"3880",3880,"AT5G49190"
"2473",2473,"AT3G51060"
"3666",3666,"AT5G27220"
"4193",4193,"ATMG01400"
"2491",2491,"AT3G52320"
"1779",1779,"AT2G42940"
"3470",3470,"AT5G12340"
"2950",2950,"AT4G18910"
"2507",2507,"AT3G53360"
"4026",4026,"AT5G60320"
"3579",3579,"AT5G19790"
"262",262,"AT1G09812"
"3982",3982,"AT5G57400"
"1893",1893,"AT3G02485"
"160",160,"AT1G06553"
"2500",2500,"AT3G52680"
"991",991,"AT1G68568"
"3528",3528,"AT5G16420"
"4181",4181,"ATMG01050"
"3051",3051,"AT4G25420"
"3155",3155,"AT4G33330"
"1289",1289,"AT2G07658"
"3637",3637,"AT5G25220"
"1520",1520,"AT2G26500"
"1508",1508,"AT2G25160"
"2043",2043,"AT3G09430"
"322",322,"AT1G12700"
"3222",3222,"AT4G37682"
"2200",2200,"AT3G20300"
"413",413,"AT1G17960"
"1717",1717,"AT2G39230"
"2887",2887,"AT4G15165"
"3359",3359,"AT5G04700"
"592",592,"AT1G32520"
"2264",2264,"AT3G24460"
"2370",2370,"AT3G44790"
"4120",4120,"AT5G66780"
"3021",3021,"AT4G23205"
"1951",1951,"AT3G05320"
"2780",2780,"AT4G08425"
"473",473,"AT1G22460"
"1301",1301,"AT2G07774"
"3356",3356,"AT5G04610"
"1987",1987,"AT3G07150"
"3475",3475,"AT5G13150"
"3162",3162,"AT4G33810"
"2178",2178,"AT3G18900"
"585",585,"AT1G31800"
"3762",3762,"AT5G42490"
"1618",1618,"AT2G33385"
"1553",1553,"AT2G29120"
"2386",2386,"AT3G45443"
"3953",3953,"AT5G55250"
"392",392,"AT1G16750"
"2896",2896,"AT4G15460"
"4122",4122,"AT5G67050"
"155",155,"AT1G06357"
"1551",1551,"AT2G28930"
"530",530,"AT1G27580"
"109",109,"AT1G05240"
"2938",2938,"AT4G18050"
"1998",1998,"AT3G07795"
"3351",3351,"AT5G04310"
"1380",1380,"AT2G16050"
"624",624,"AT1G36580"
"4180",4180,"ATMG01010"
"2452",2452,"AT3G49690"
"4058",4058,"AT5G62990"
"3987",3987,"AT5G57570"
"133",133,"AT1G05773"
"1515",1515,"AT2G26250"
"2512",2512,"AT3G53820"
"705",705,"AT1G51520"
"4077",4077,"AT5G64640"
"4007",4007,"AT5G59270"
"1066",1066,"AT1G72660"
"371",371,"AT1G15520"
"51",51,"AT1G03600"
"423",423,"AT1G18750"
"3144",3144,"AT4G32280"
"115",115,"AT1G05300"
"1760",1760,"AT2G41690"
"2382",2382,"AT3G45390"
"353",353,"AT1G14600"
"1839",1839,"AT2G47275"
"2038",2038,"AT3G09270"
"1664",1664,"AT2G35770"
"2528",2528,"AT3G55090"
"538",538,"AT1G28230"
"3656",3656,"AT5G26170"
"644",644,"AT1G45248"
"848",848,"AT1G61450"
"618",618,"AT1G35330"
"1883",1883,"AT3G02215"
"709",709,"AT1G51770"
"1069",1069,"AT1G72950"
"1965",1965,"AT3G05858"
"2617",2617,"AT3G61230"
"587",587,"AT1G31840"
"2881",2881,"AT4G14890"
"3731",3731,"AT5G40382"
"3138",3138,"AT4G31330"
"570",570,"AT1G30473"
"1426",1426,"AT2G19582"
"911",911,"AT1G64300"
"3506",3506,"AT5G15340"
"2049",2049,"AT3G09685"
"1061",1061,"AT1G72275"
"679",679,"AT1G49960"
"242",242,"AT1G09443"
"760",760,"AT1G53885"
"2777",2777,"AT4G08305"
"4019",4019,"AT5G59895"
"1233",1233,"AT2G03420"
"2060",2060,"AT3G10060"
"2160",2160,"AT3G17690"
"307",307,"AT1G11710"
"442",442,"AT1G20470"
"3942",3942,"AT5G54165"
"998",998,"AT1G68725"
"1240",1240,"AT2G03770"
"149",149,"AT1G06250"
"662",662,"AT1G48698"
"2891",2891,"AT4G15280"
"3303",3303,"AT5G02195"
"667",667,"AT1G49200"
"3185",3185,"AT4G35440"
"3178",3178,"AT4G34930"
"3858",3858,"AT5G47900"
"1793",1793,"AT2G43900"
"1020",1020,"AT1G69710"
"34",34,"AT1G02660"
"2675",2675,"AT4G00893"
"1910",1910,"AT3G03505"
"1420",1420,"AT2G19240"
"2984",2984,"AT4G21200"
"3763",3763,"AT5G42510"
"1962",1962,"AT3G05715"
"1989",1989,"AT3G07273"
"4168",4168,"ATMG00650"
"733",733,"AT1G52660"
"3820",3820,"AT5G45730"
"2134",2134,"AT3G15635"
"1652",1652,"AT2G35340"
"169",169,"AT1G06990"
"3194",3194,"AT4G36105"
"3765",3765,"AT5G42590"
"3126",3126,"AT4G30180"
"1305",1305,"AT2G07798"
"1907",1907,"AT3G03370"
"629",629,"AT1G42560"
"289",289,"AT1G11100"
"1283",1283,"AT2G07595"
"1246",1246,"AT2G03995"
"2375",2375,"AT3G44990"
"3353",3353,"AT5G04355"
"2100",2100,"AT3G13404"
"3423",3423,"AT5G08880"
"2249",2249,"AT3G23210"
"639",639,"AT1G44575"
"2189",2189,"AT3G19550"
"3998",3998,"AT5G58570"
"2368",2368,"AT3G44730"
"2631",2631,"AT3G61890"
"2699",2699,"AT4G02850"
"104",104,"AT1G05143"
"1555",1555,"AT2G29320"
"1322",1322,"AT2G08575"
"3819",3819,"AT5G45650"
"1194",1194,"AT1G80730"
"3661",3661,"AT5G26700"
"3374",3374,"AT5G05840"
"2192",2192,"AT3G19710"
"2987",2987,"AT4G21300"
"614",614,"AT1G35140"
"3554",3554,"AT5G18360"
"2344",2344,"AT3G29720"
"1597",1597,"AT2G32610"
"1626",1626,"AT2G34230"
"2369",2369,"AT3G44753"
"2394",2394,"AT3G45920"
"2182",2182,"AT3G19040"
"3647",3647,"AT5G25790"
"1171",1171,"AT1G78815"
"1214",1214,"AT2G02000"
"2910",2910,"AT4G16250"
"516",516,"AT1G26290"
"314",314,"AT1G12211"
"1140",1140,"AT1G76705"
"3143",3143,"AT4G32190"
"1676",1676,"AT2G36145"
"2167",2167,"AT3G18282"
"897",897,"AT1G63530"
"2913",2913,"AT4G16620"
"3515",3515,"AT5G15845"
"238",238,"AT1G09383"
"2884",2884,"AT4G15075"
"3951",3951,"AT5G54790"
"1705",1705,"AT2G38220"
"1346",1346,"AT2G09470"
"2116",2116,"AT3G14395"
"3224",3224,"AT4G37700"
"15",15,"AT1G01880"
"1139",1139,"AT1G76570"
"1739",1739,"AT2G40610"
"1582",1582,"AT2G31790"
"427",427,"AT1G19160"
"3814",3814,"AT5G45310"
"1081",1081,"AT1G73580"
"3954",3954,"AT5G55380"
"2347",2347,"AT3G30739"
"921",921,"AT1G64583"
"3181",3181,"AT4G35180"
"3530",3530,"AT5G16640"
"3235",3235,"AT4G38290"
"2875",2875,"AT4G14590"
"1223",1223,"AT2G02690"
"782",782,"AT1G55670"
"776",776,"AT1G55260"
"2943",2943,"AT4G18422"
"1763",1763,"AT2G42065"
"3276",3276,"AT5G01375"
"1213",1213,"AT2G01905"
"341",341,"AT1G14030"
"433",433,"AT1G19396"
"2744",2744,"AT4G05910"
"1198",1198,"AT2G01175"
"3196",3196,"AT4G36120"
"3970",3970,"AT5G56990"
"414",414,"AT1G18075"
"3217",3217,"AT4G37320"
"1544",1544,"AT2G28560"
"2061",2061,"AT3G10290"
"2765",2765,"AT4G07090"
"1824",1824,"AT2G46380"
"2611",2611,"AT3G61111"
"274",274,"AT1G09993"
"1529",1529,"AT2G27300"
"1610",1610,"AT2G32940"
"2432",2432,"AT3G48240"
"3484",3484,"AT5G13630"
"3674",3674,"AT5G28300"
"2411",2411,"AT3G47010"
"2118",2118,"AT3G14490"
"2333",2333,"AT3G28770"
"3392",3392,"AT5G07000"
"843",843,"AT1G61310"
"956",956,"AT1G66920"
"596",596,"AT1G33260"
"2615",2615,"AT3G61170"
"1325",1325,"AT2G08665"
"818",818,"AT1G59790"
"3544",3544,"AT5G17780"
"1649",1649,"AT2G35260"
"2623",2623,"AT3G61400"
"1937",1937,"AT3G04854"
"4175",4175,"ATMG00900"
"482",482,"AT1G22990"
"3114",3114,"AT4G29400"
"808",808,"AT1G58520"
"4140",4140,"ATCG00420"
"1378",1378,"AT2G15820"
"3168",3168,"AT4G34139"
"2892",2892,"AT4G15350"
"742",742,"AT1G53090"
"2591",2591,"AT3G59570"
"589",589,"AT1G32270"
"3328",3328,"AT5G03255"
"1367",1367,"AT2G14560"
"3206",3206,"AT4G36770"
"1906",1906,"AT3G03350"
"807",807,"AT1G58270"
"1080",1080,"AT1G73570"
"574",574,"AT1G30860"
"850",850,"AT1G61500"
"465",465,"AT1G21990"
"1563",1563,"AT2G30100"
"2852",2852,"AT4G13572"
"1268",1268,"AT2G05440"
"210",210,"AT1G08287"
"3216",3216,"AT4G37295"
"3193",3193,"AT4G36070"
"2662",2662,"AT4G00163"
"141",141,"AT1G06045"
"2122",2122,"AT3G15050"
"2538",2538,"AT3G55910"
"3517",3517,"AT5G15900"
"3809",3809,"AT5G45060"
"2240",2240,"AT3G22830"
"4129",4129,"AT5G67400"
"1915",1915,"AT3G03820"
"3349",3349,"AT5G04220"
"3847",3847,"AT5G47360"
"2519",2519,"AT3G54410"
"797",797,"AT1G56710"
"3786",3786,"AT5G43860"
"1603",1603,"AT2G32750"
"1634",1634,"AT2G34400"
"2931",2931,"AT4G17483"
"1712",1712,"AT2G38510"
"572",572,"AT1G30515"
"1284",1284,"AT2G07599"
"3261",3261,"AT5G00785"
"480",480,"AT1G22890"
"2940",2940,"AT4G18300"
"3912",3912,"AT5G51920"
"2011",2011,"AT3G08235"
"1801",1801,"AT2G44630"
"1499",1499,"AT2G24560"
"3498",3498,"AT5G14570"
"2126",2126,"AT3G15270"
"368",368,"AT1G15260"
"3154",3154,"AT4G33310"
"495",495,"AT1G23995"
"1947",1947,"AT3G05240"
"4094",4094,"AT5G65200"
"3008",3008,"AT4G22610"
"3292",3292,"AT5G01790"
"3399",3399,"AT5G07280"
"2257",2257,"AT3G23760"
"554",554,"AT1G29560"
"912",912,"AT1G64310"
"637",637,"AT1G44318"
"2560",2560,"AT3G57190"
"2974",2974,"AT4G20230"
"3773",3773,"AT5G43160"
"2828",2828,"AT4G11960"
"3034",3034,"AT4G24450"
"4063",4063,"AT5G63375"
"2345",2345,"AT3G30580"
"3494",3494,"AT5G14370"
"4009",4009,"AT5G59530"
"2720",2720,"AT4G04030"
"3004",3004,"AT4G22410"
"2367",2367,"AT3G44713"
"628",628,"AT1G42550"
"2872",2872,"AT4G14490"
"1966",1966,"AT3G05950"
"2028",2028,"AT3G08990"
"597",597,"AT1G33340"
"567",567,"AT1G30282"
"3210",3210,"AT4G36870"
"1946",1946,"AT3G05180"
"3916",3916,"AT5G52050"
"2667",2667,"AT4G00360"
"2085",2085,"AT3G12540"
"1514",1514,"AT2G26040"
"2772",2772,"AT4G08040"
"836",836,"AT1G60930"
"2342",2342,"AT3G29630"
"2766",2766,"AT4G07130"
"3019",3019,"AT4G23180"
"3636",3636,"AT5G25020"
"2195",2195,"AT3G20040"
"272",272,"AT1G09963"
"3360",3360,"AT5G04790"
"968",968,"AT1G67650"
"1245",1245,"AT2G03980"
"2778",2778,"AT4G08360"
"3596",3596,"AT5G20940"
"3733",3733,"AT5G40460"
"3071",3071,"AT4G26288"
"1083",1083,"AT1G73610"
"1361",1361,"AT2G13680"
"1721",1721,"AT2G39510"
"766",766,"AT1G54160"
"2460",2460,"AT3G50120"
"552",552,"AT1G29420"
"56",56,"AT1G03940"
"965",965,"AT1G67400"
"20",20,"AT1G02220"
"3427",3427,"AT5G09150"
"1045",1045,"AT1G71050"
"3812",3812,"AT5G45150"
"439",439,"AT1G20030"
"544",544,"AT1G28670"
"3139",3139,"AT4G31440"
"3714",3714,"AT5G39020"
"654",654,"AT1G48100"
"3836",3836,"AT5G46670"
"1811",1811,"AT2G45120"
"2010",2010,"AT3G08230"
"2798",2798,"AT4G09690"
"1524",1524,"AT2G26740"
"1398",1398,"AT2G17770"
"930",930,"AT1G65110"
"690",690,"AT1G50950"
"2143",2143,"AT3G16250"
"1199",1199,"AT2G01275"
"3509",3509,"AT5G15533"
"3125",3125,"AT4G30120"
"1615",1615,"AT2G33240"
"1694",1694,"AT2G37580"
"2527",2527,"AT3G54990"
"3969",3969,"AT5G56970"
"4136",4136,"ATCG00220"
"2461",2461,"AT3G50180"
"256",256,"AT1G09673"
"832",832,"AT1G60630"
"1490",1490,"AT2G23945"
"3312",3312,"AT5G02630"
"1890",1890,"AT3G02430"
"1244",1244,"AT2G03895"
"2898",2898,"AT4G15490"
"2340",2340,"AT3G29173"
"1724",1724,"AT2G39690"
"2885",2885,"AT4G15096"
"2293",2293,"AT3G26330"
"3711",3711,"AT5G38850"
"1281",1281,"AT2G07275"
"2710",2710,"AT4G03585"
"3388",3388,"AT5G06690"
"3972",3972,"AT5G57030"
"2661",2661,"AT4G00040"
"788",788,"AT1G55980"
"1466",1466,"AT2G22200"
"694",694,"AT1G51080"
"286",286,"AT1G10800"
"3526",3526,"AT5G16400"
"42",42,"AT1G03200"
"747",747,"AT1G53330"
"2968",2968,"AT4G19950"
"1306",1306,"AT2G07805"
"3729",3729,"AT5G40153"
"669",669,"AT1G49210"
"198",198,"AT1G07903"
"2676",2676,"AT4G00940"
"2372",2372,"AT3G44870"
"1161",1161,"AT1G77990"
"3221",3221,"AT4G37560"
"3262",3262,"AT5G00815"
"3948",3948,"AT5G54550"
"711",711,"AT1G51890"
"184",184,"AT1G07560"
"33",33,"AT1G02650"
"1292",1292,"AT2G07681"
"2065",2065,"AT3G10750"
"266",266,"AT1G09880"
"3304",3304,"AT5G02230"
"2548",2548,"AT3G56620"
"2802",2802,"AT4G09985"
"1861",1861,"AT3G01311"
"2633",2633,"AT3G61900"
"1518",1518,"AT2G26410"
"1403",1403,"AT2G18000"
"3634",3634,"AT5G24920"
"3886",3886,"AT5G49690"
"1434",1434,"AT2G20180"
"630",630,"AT1G42970"
"3192",3192,"AT4G36052"
"295",295,"AT1G11270"
"2579",2579,"AT3G58590"
"1206",1206,"AT2G01580"
"2332",2332,"AT3G28750"
"854",854,"AT1G61600"
"127",127,"AT1G05577"
"113",113,"AT1G05277"
"4154",4154,"ATCG01090"
"108",108,"AT1G05230"
"972",972,"AT1G67870"
"3760",3760,"AT5G42310"
"3082",3082,"AT4G27240"
"2964",2964,"AT4G19590"
"1607",1607,"AT2G32830"
"3288",3288,"AT5G01660"
"313",313,"AT1G12100"
"1645",1645,"AT2G34930"
"2818",2818,"AT4G11230"
"2374",2374,"AT3G44960"
"3105",3105,"AT4G28930"
"2282",2282,"AT3G25870"
"3662",3662,"AT5G26865"
"3802",3802,"AT5G44740"
"3350",3350,"AT5G04230"
"3254",3254,"AT4G39710"
"1662",1662,"AT2G35740"
"1338",1338,"AT2G09310"
"724",724,"AT1G52430"
"937",937,"AT1G65480"
"2848",2848,"AT4G13500"
"3945",3945,"AT5G54400"
"3099",3099,"AT4G28390"
"2955",2955,"AT4G19100"
"1846",1846,"AT2G47895"
"2876",2876,"AT4G14690"
"383",383,"AT1G16390"
"3533",3533,"AT5G16970"
"1918",1918,"AT3G04030"
"2865",2865,"AT4G14040"
"595",595,"AT1G33030"
"2821",2821,"AT4G11400"
"1007",1007,"AT1G69160"
"3921",3921,"AT5G52270"
"2088",2088,"AT3G12770"
"2469",2469,"AT3G50770"
"2841",2841,"AT4G13210"
"528",528,"AT1G27410"
"729",729,"AT1G52580"
"3252",3252,"AT4G39580"
"3697",3697,"AT5G38005"
"3280",3280,"AT5G01480"
"1016",1016,"AT1G69550"
"1769",1769,"AT2G42360"
"1205",1205,"AT2G01520"
"1849",1849,"AT2G48080"
"2961",2961,"AT4G19460"
"1441",1441,"AT2G20560"
"2056",2056,"AT3G09955"
"2663",2663,"AT4G00210"
"3871",3871,"AT5G48690"
"954",954,"AT1G66810"
"2536",2536,"AT3G55710"
"1794",1794,"AT2G43930"
"426",426,"AT1G19050"
"4183",4183,"ATMG01210"
"938",938,"AT1G65500"
"1355",1355,"AT2G10930"
"1110",1110,"AT1G74900"
"2310",2310,"AT3G27510"
"1895",1895,"AT3G02535"
"452",452,"AT1G21120"
"1125",1125,"AT1G75620"
"409",409,"AT1G17830"
"1733",1733,"AT2G40300"
"816",816,"AT1G59670"
"1808",1808,"AT2G44920"
"602",602,"AT1G33615"
"3516",3516,"AT5G15850"
"2312",2312,"AT3G27630"
"2808",2808,"AT4G10770"
"2566",2566,"AT3G57700"
"2005",2005,"AT3G07960"
"3586",3586,"AT5G20140"
"553",553,"AT1G29540"
"3677",3677,"AT5G28510"
"4039",4039,"AT5G61540"
"830",830,"AT1G60460"
"1613",1613,"AT2G33060"
"3393",3393,"AT5G07015"
"3378",3378,"AT5G06235"
"2433",2433,"AT3G48280"
"2410",2410,"AT3G46880"
"2108",2108,"AT3G13880"
"3153",3153,"AT4G33220"
"576",576,"AT1G31200"
"3295",3295,"AT5G02030"
"4162",4162,"ATMG00300"
"422",422,"AT1G18570"
"3251",3251,"AT4G39530"
"880",880,"AT1G62930"
"206",206,"AT1G08103"
"545",545,"AT1G28690"
"3850",3850,"AT5G47460"
"2600",2600,"AT3G60140"
"3538",3538,"AT5G17260"
"2690",2690,"AT4G01895"
"2331",2331,"AT3G28640"
"3006",3006,"AT4G22467"
"3937",3937,"AT5G53830"
"975",975,"AT1G68030"
"3640",3640,"AT5G25250"
"163",163,"AT1G06647"
"1648",1648,"AT2G35155"
"1060",1060,"AT1G72270"
"3834",3834,"AT5G46590"
"1757",1757,"AT2G41450"
"347",347,"AT1G14345"
"3467",3467,"AT5G11930"
"3424",3424,"AT5G08885"
"1041",1041,"AT1G70890"
"3431",3431,"AT5G09430"
"2597",2597,"AT3G59880"
"2171",2171,"AT3G18500"
"1436",1436,"AT2G20340"
"2799",2799,"AT4G09845"
"2787",2787,"AT4G08835"
"3151",3151,"AT4G33170"
"2211",2211,"AT3G20880"
"2946",2946,"AT4G18750"
"2502",2502,"AT3G53090"
"2994",2994,"AT4G21750"
"281",281,"AT1G10550"
"2561",2561,"AT3G57380"
"2683",2683,"AT4G01400"
"3639",3639,"AT5G25240"
"2285",2285,"AT3G26080"
"3513",3513,"AT5G15725"
"3598",3598,"AT5G21222"
"3562",3562,"AT5G18730"
"3844",3844,"AT5G47250"
"2046",2046,"AT3G09580"
"3403",3403,"AT5G07450"
"2498",2498,"AT3G52561"
"2026",2026,"AT3G08970"
"3279",3279,"AT5G01435"
"2918",2918,"AT4G16835"
"1978",1978,"AT3G06690"
"4031",4031,"AT5G61260"
"444",444,"AT1G20515"
"4060",4060,"AT5G63060"
"2337",2337,"AT3G28880"
"1539",1539,"AT2G28040"
"2220",2220,"AT3G21560"
"3435",3435,"AT5G09530"
"696",696,"AT1G51110"
