"","X","col_FLT_c1.which.mclass....5...1."
"3008",3008,"AT5G14110"
"831",831,"AT1G68650"
"3400",3400,"AT5G50670"
"7",7,"AT1G01500"
"765",765,"AT1G64455"
"1760",1760,"AT3G11402"
"587",587,"AT1G51640"
"2813",2813,"AT5G01095"
"1515",1515,"AT2G42485"
"1790",1790,"AT3G13682"
"3364",3364,"AT5G48620"
"1827",1827,"AT3G16280"
"577",577,"AT1G51035"
"2285",2285,"AT4G01540"
"825",825,"AT1G68238"
"367",367,"AT1G21140"
"477",477,"AT1G31580"
"2379",2379,"AT4G10270"
"2840",2840,"AT5G02095"
"1879",1879,"AT3G20480"
"3349",3349,"AT5G47440"
"2836",2836,"AT5G02030"
"1601",1601,"AT3G01430"
"719",719,"AT1G61850"
"1967",1967,"AT3G28210"
"2707",2707,"AT4G33590"
"706",706,"AT1G61280"
"1162",1162,"AT2G18760"
"2282",2282,"AT4G01440"
"2128",2128,"AT3G53040"
"1626",1626,"AT3G02610"
"2304",2304,"AT4G02660"
"382",382,"AT1G22540"
"3319",3319,"AT5G45115"
"123",123,"AT1G07090"
"301",301,"AT1G17220"
"2310",2310,"AT4G03150"
"1187",1187,"AT2G20495"
"2804",2804,"AT4G39740"
"2162",2162,"AT3G56060"
"459",459,"AT1G29740"
"1007",1007,"AT1G79840"
"2030",2030,"AT3G46930"
"3327",3327,"AT5G45700"
"1278",1278,"AT2G27790"
"3004",3004,"AT5G13770"
"3329",3329,"AT5G45790"
"755",755,"AT1G63520"
"725",725,"AT1G62120"
"1888",1888,"AT3G21330"
"2545",2545,"AT4G21350"
"2452",2452,"AT4G14890"
"2610",2610,"AT4G25707"
"2431",2431,"AT4G13920"
"2764",2764,"AT4G37235"
"934",934,"AT1G74390"
"3542",3542,"AT5G60270"
"392",392,"AT1G23360"
"1541",1541,"AT2G43990"
"1756",1756,"AT3G10820"
"1175",1175,"AT2G19582"
"315",315,"AT1G17750"
"125",125,"AT1G07270"
"375",375,"AT1G21651"
"749",749,"AT1G63130"
"1792",1792,"AT3G13950"
"1895",1895,"AT3G22142"
"2923",2923,"AT5G07000"
"1261",1261,"AT2G25590"
"3503",3503,"AT5G57590"
"547",547,"AT1G48740"
"2714",2714,"AT4G34020"
"3350",3350,"AT5G47510"
"1809",1809,"AT3G14730"
"3546",3546,"AT5G60450"
"2380",2380,"AT4G10340"
"2951",2951,"AT5G09285"
"3532",3532,"AT5G59662"
"2160",2160,"AT3G56030"
"205",205,"AT1G11070"
"2434",2434,"AT4G14103"
"65",65,"AT1G04420"
"3009",3009,"AT5G14130"
"649",649,"AT1G55970"
"3380",3380,"AT5G49270"
"15",15,"AT1G01860"
"2412",2412,"AT4G12330"
"742",742,"AT1G62910"
"3318",3318,"AT5G45060"
"226",226,"AT1G12300"
"946",946,"AT1G75010"
"1054",1054,"AT2G03480"
"2979",2979,"AT5G11210"
"2615",2615,"AT4G25940"
"3640",3640,"AT5G67370"
"560",560,"AT1G49560"
"2255",2255,"AT3G63510"
"1762",1762,"AT3G11460"
"2369",2369,"AT4G09560"
"352",352,"AT1G19840"
"1028",1028,"AT2G01740"
"1340",1340,"AT2G32235"
"2640",2640,"AT4G27710"
"1709",1709,"AT3G07500"
"1506",1506,"AT2G42270"
"3090",3090,"AT5G19970"
"2822",2822,"AT5G01420"
"1853",1853,"AT3G18170"
"656",656,"AT1G56500"
"2837",2837,"AT5G02060"
"203",203,"AT1G10657"
"595",595,"AT1G52450"
"409",409,"AT1G25400"
"1864",1864,"AT3G18880"
"2356",2356,"AT4G08040"
"3139",3139,"AT5G24310"
"1941",1941,"AT3G25870"
"2838",2838,"AT5G02065"
"1241",1241,"AT2G24190"
"2962",2962,"AT5G09855"
"3197",3197,"AT5G36930"
"1599",1599,"AT3G01202"
"2272",2272,"AT4G00940"
"2628",2628,"AT4G26980"
"3511",3511,"AT5G58150"
"271",271,"AT1G15050"
"801",801,"AT1G66730"
"245",245,"AT1G13430"
"3121",3121,"AT5G23350"
"3465",3465,"AT5G55220"
"3448",3448,"AT5G53890"
"1382",1382,"AT2G34940"
"3307",3307,"AT5G44510"
"1560",1560,"AT2G45270"
"3626",3626,"AT5G66610"
"794",794,"AT1G66450"
"452",452,"AT1G29000"
"2819",2819,"AT5G01330"
"674",674,"AT1G59560"
"448",448,"AT1G28600"
"171",171,"AT1G09220"
"1486",1486,"AT2G41105"
"2772",2772,"AT4G37550"
"327",327,"AT1G18180"
"1795",1795,"AT3G14070"
"3564",3564,"AT5G61810"
"334",334,"AT1G18440"
"2969",2969,"AT5G10600"
"3652",3652,"ATCG00440"
"1915",1915,"AT3G24320"
"682",682,"AT1G60000"
"3338",3338,"AT5G46520"
"56",56,"AT1G04160"
"2263",2263,"AT4G00530"
"3036",3036,"AT5G16420"
"3434",3434,"AT5G52950"
"3557",3557,"AT5G61370"
"3342",3342,"AT5G46720"
"925",925,"AT1G74055"
"1280",1280,"AT2G27920"
"665",665,"AT1G58200"
"1501",1501,"AT2G42130"
"2839",2839,"AT5G02070"
"2459",2459,"AT4G15350"
"1034",1034,"AT2G02080"
"2766",2766,"AT4G37320"
"1933",1933,"AT3G25597"
"1179",1179,"AT2G20080"
"1465",1465,"AT2G39360"
"618",618,"AT1G54050"
"3578",3578,"AT5G62940"
"2920",2920,"AT5G06940"
"1652",1652,"AT3G04060"
"1025",1025,"AT2G01330"
"2859",2859,"AT5G02830"
"3031",3031,"AT5G16140"
"2216",2216,"AT3G60310"
"819",819,"AT1G67830"
"1670",1670,"AT3G05160"
"1949",1949,"AT3G26300"
"785",785,"AT1G65900"
"1634",1634,"AT3G03090"
"3280",3280,"AT5G42580"
"887",887,"AT1G71930"
"1073",1073,"AT2G04842"
"2664",2664,"AT4G29700"
"3168",3168,"AT5G26200"
"866",866,"AT1G70460"
"3022",3022,"AT5G15160"
"2518",2518,"AT4G19191"
"1316",1316,"AT2G30720"
"1796",1796,"AT3G14160"
"468",468,"AT1G30520"
"2332",2332,"AT4G04221"
"1346",1346,"AT2G32470"
"860",860,"AT1G70070"
"2827",2827,"AT5G01645"
"3064",3064,"AT5G18290"
"3648",3648,"ATCG00150"
"2963",2963,"AT5G10080"
"3259",3259,"AT5G41410"
"1959",1959,"AT3G27480"
"2064",2064,"AT3G48900"
"715",715,"AT1G61560"
"2596",2596,"AT4G24460"
"1631",1631,"AT3G02890"
"1982",1982,"AT3G42630"
"2476",2476,"AT4G16250"
"1830",1830,"AT3G16410"
"419",419,"AT1G26810"
"2881",2881,"AT5G04330"
"3613",3613,"AT5G65580"
"1436",1436,"AT2G37770"
"2126",2126,"AT3G52840"
"803",803,"AT1G66930"
"1985",1985,"AT3G43190"
"1789",1789,"AT3G13437"
"285",285,"AT1G16060"
"1474",1474,"AT2G40150"
"1429",1429,"AT2G37540"
"1291",1291,"AT2G28940"
"1836",1836,"AT3G17225"
"3066",3066,"AT5G18370"
"1875",1875,"AT3G20270"
"2942",2942,"AT5G08305"
"2247",2247,"AT3G62950"
"3177",3177,"AT5G27440"
"2470",2470,"AT4G15890"
"1183",1183,"AT2G20210"
"2528",2528,"AT4G19920"
"2322",2322,"AT4G03895"
"453",453,"AT1G29195"
"762",762,"AT1G64180"
"2500",2500,"AT4G18197"
"3561",3561,"AT5G61540"
"2616",2616,"AT4G26055"
"1196",1196,"AT2G21320"
"1946",1946,"AT3G26070"
"1662",1662,"AT3G04620"
"2630",2630,"AT4G27250"
"1800",1800,"AT3G14330"
"1546",1546,"AT2G44280"
"482",482,"AT1G31880"
"2348",2348,"AT4G06395"
"3074",3074,"AT5G18930"
"1457",1457,"AT2G38823"
"2708",2708,"AT4G33730"
"743",743,"AT1G62914"
"259",259,"AT1G14280"
"1345",1345,"AT2G32450"
"3068",3068,"AT5G18610"
"986",986,"AT1G78430"
"1923",1923,"AT3G24560"
"1317",1317,"AT2G30890"
"3199",3199,"AT5G37260"
"306",306,"AT1G17400"
"3016",3016,"AT5G14940"
"1746",1746,"AT3G09895"
"2731",2731,"AT4G35560"
"161",161,"AT1G08857"
"423",423,"AT1G27110"
"2112",2112,"AT3G51480"
"2202",2202,"AT3G59200"
"2976",2976,"AT5G11020"
"2219",2219,"AT3G60490"
"2818",2818,"AT5G01260"
"250",250,"AT1G13609"
"2174",2174,"AT3G57380"
"2671",2671,"AT4G30640"
"1105",1105,"AT2G09250"
"2426",2426,"AT4G13750"
"2291",2291,"AT4G01740"
"2378",2378,"AT4G10000"
"1321",1321,"AT2G31141"
"3355",3355,"AT5G48090"
"2235",2235,"AT3G61780"
"1222",1222,"AT2G23093"
"2572",2572,"AT4G22900"
"2265",2265,"AT4G00670"
"280",280,"AT1G15885"
"2732",2732,"AT4G35590"
"72",72,"AT1G04650"
"898",898,"AT1G72600"
"2288",2288,"AT4G01600"
"2909",2909,"AT5G06470"
"1677",1677,"AT3G05480"
"38",38,"AT1G03200"
"1724",1724,"AT3G08505"
"2496",2496,"AT4G17760"
"2449",2449,"AT4G14840"
"666",666,"AT1G58223"
"3260",3260,"AT5G41550"
"2627",2627,"AT4G26965"
"2544",2544,"AT4G21320"
"3528",3528,"AT5G59400"
"495",495,"AT1G33475"
"2753",2753,"AT4G36550"
