"","X","col_FLT_c1.which.mclass....6...1."
"1024",1024,"AT1G76660"
"651",651,"AT1G50380"
"933",933,"AT1G71410"
"3561",3561,"AT5G17840"
"2834",2834,"AT4G16563"
"4173",4173,"AT5G62260"
"1270",1270,"AT2G19572"
"1425",1425,"AT2G29080"
"3499",3499,"AT5G14060"
"2965",2965,"AT4G25840"
"1623",1623,"AT2G40820"
"1210",1210,"AT2G17070"
"1303",1303,"AT2G21380"
"190",190,"AT1G10380"
"3533",3533,"AT5G16260"
"2713",2713,"AT4G08960"
"733",733,"AT1G56460"
"3209",3209,"AT4G37880"
"1653",1653,"AT2G42770"
"3271",3271,"AT5G02280"
"1685",1685,"AT2G44740"
"2765",2765,"AT4G13310"
"3089",3089,"AT4G32620"
"368",368,"AT1G20920"
"1981",1981,"AT3G12700"
"2370",2370,"AT3G50140"
"2109",2109,"AT3G18480"
"3034",3034,"AT4G29830"
"4238",4238,"AT5G64660"
"1726",1726,"AT2G46740"
"999",999,"AT1G75280"
"224",224,"AT1G12580"
"3017",3017,"AT4G28480"
"2824",2824,"AT4G16180"
"2396",2396,"AT3G51310"
"1759",1759,"AT3G01380"
"174",174,"AT1G09580"
"1483",1483,"AT2G32600"
"976",976,"AT1G73590"
"2693",2693,"AT4G05390"
"1216",1216,"AT2G17265"
"177",177,"AT1G09795"
"1513",1513,"AT2G34660"
"3664",3664,"AT5G24410"
"115",115,"AT1G06500"
"2126",2126,"AT3G19490"
"1337",1337,"AT2G23790"
"98",98,"AT1G05805"
"3712",3712,"AT5G27150"
"199",199,"AT1G10700"
"3512",3512,"AT5G14610"
"508",508,"AT1G29940"
"700",700,"AT1G54170"
"1825",1825,"AT3G04710"
"3731",3731,"AT5G28900"
"2431",2431,"AT3G52870"
"95",95,"AT1G05710"
"3613",3613,"AT5G20590"
"3164",3164,"AT4G35790"
"3598",3598,"AT5G19680"
"1958",1958,"AT3G11690"
"269",269,"AT1G15020"
"579",579,"AT1G36380"
"1163",1163,"AT2G06925"
"2531",2531,"AT3G59690"
"4142",4142,"AT5G60550"
"1448",1448,"AT2G30530"
"1265",1265,"AT2G19450"
"1437",1437,"AT2G30060"
"2771",2771,"AT4G13510"
"1374",1374,"AT2G26260"
"136",136,"AT1G07840"
"4146",4146,"AT5G60750"
"3443",3443,"AT5G11690"
"3080",3080,"AT4G32140"
"617",617,"AT1G48230"
"1605",1605,"AT2G39795"
"870",870,"AT1G68410"
"238",238,"AT1G13245"
"3162",3162,"AT4G35620"
"4105",4105,"AT5G58370"
"3127",3127,"AT4G33980"
"581",581,"AT1G42990"
"1236",1236,"AT2G18050"
"3130",3130,"AT4G34100"
"3",3,"AT1G01210"
"1082",1082,"AT1G80000"
"2362",2362,"AT3G49390"
"2168",2168,"AT3G21430"
"1307",1307,"AT2G21500"
"3545",3545,"AT5G16710"
"362",362,"AT1G20610"
"1648",1648,"AT2G42230"
"1279",1279,"AT2G20000"
"1195",1195,"AT2G15860"
"4192",4192,"AT5G63110"
"705",705,"AT1G54610"
"3037",3037,"AT4G30140"
"1657",1657,"AT2G43070"
"725",725,"AT1G55880"
"3283",3283,"AT5G03170"
"3507",3507,"AT5G14320"
"2940",2940,"AT4G24100"
"1478",1478,"AT2G32220"
"1629",1629,"AT2G41070"
"393",393,"AT1G22610"
"2926",2926,"AT4G23430"
"1607",1607,"AT2G39810"
"1797",1797,"AT3G03320"
"4242",4242,"AT5G64813"
"3516",3516,"AT5G14750"
"717",717,"AT1G55500"
"629",629,"AT1G48635"
"1051",1051,"AT1G78240"
"1114",1114,"AT2G01630"
"3722",3722,"AT5G27830"
"13",13,"AT1G01940"
"576",576,"AT1G35670"
"3433",3433,"AT5G10920"
"3643",3643,"AT5G22940"
"4006",4006,"AT5G52980"
"854",854,"AT1G67280"
"83",83,"AT1G05180"
"2789",2789,"AT4G14548"
"3051",3051,"AT4G30662"
"4226",4226,"AT5G64240"
"4129",4129,"AT5G59560"
"2163",2163,"AT3G21190"
"3994",3994,"AT5G52280"
"271",271,"AT1G15110"
"799",799,"AT1G63270"
"3148",3148,"AT4G35040"
"1332",1332,"AT2G23050"
"3969",3969,"AT5G50665"
"1480",1480,"AT2G32440"
"4034",4034,"AT5G55040"
"3384",3384,"AT5G08280"
"1519",1519,"AT2G35010"
"1677",1677,"AT2G44410"
"3439",3439,"AT5G11240"
"1568",1568,"AT2G38410"
"1932",1932,"AT3G10520"
"1770",1770,"AT3G01970"
"4166",4166,"AT5G61840"
"2282",2282,"AT3G29390"
"468",468,"AT1G27600"
"1023",1023,"AT1G76650"
"1812",1812,"AT3G03880"
"1462",1462,"AT2G31305"
"657",657,"AT1G50570"
"623",623,"AT1G48420"
"397",397,"AT1G22790"
"303",303,"AT1G16970"
"3463",3463,"AT5G12190"
"230",230,"AT1G12830"
"2293",2293,"AT3G43240"
"2152",2152,"AT3G20640"
"2390",2390,"AT3G51030"
"2574",2574,"AT3G62330"
"2197",2197,"AT3G23890"
"3959",3959,"AT5G50090"
"34",34,"AT1G03030"
"3090",3090,"AT4G32640"
"615",615,"AT1G48170"
"2894",2894,"AT4G20860"
"2412",2412,"AT3G52110"
"4159",4159,"AT5G61410"
"4185",4185,"AT5G62740"
"2289",2289,"AT3G33530"
"279",279,"AT1G15430"
"3548",3548,"AT5G16800"
"1499",1499,"AT2G33710"
"145",145,"AT1G08190"
"3862",3862,"AT5G44170"
"1548",1548,"AT2G36850"
"3178",3178,"AT4G36480"
"1084",1084,"AT1G80260"
"2660",2660,"AT4G02720"
"914",914,"AT1G70340"
"216",216,"AT1G12050"
"1277",1277,"AT2G19940"
"728",728,"AT1G56210"
"3342",3342,"AT5G05820"
"1388",1388,"AT2G26860"
"682",682,"AT1G53300"
"1338",1338,"AT2G23820"
"2027",2027,"AT3G14410"
"2123",2123,"AT3G19340"
"3412",3412,"AT5G09880"
"507",507,"AT1G29890"
"3186",3186,"AT4G36910"
"3016",3016,"AT4G28470"
"644",644,"AT1G49850"
"1553",1553,"AT2G37220"
"1096",1096,"AT1G80610"
"1350",1350,"AT2G24490"
"1460",1460,"AT2G31140"
"2082",2082,"AT3G16990"
"2636",2636,"AT4G01630"
"2938",2938,"AT4G24050"
"1537",1537,"AT2G36250"
"2388",2388,"AT3G50960"
"2414",2414,"AT3G52150"
"3574",3574,"AT5G18680"
"802",802,"AT1G63470"
"3866",3866,"AT5G44450"
"1244",1244,"AT2G18330"
"1980",1980,"AT3G12680"
"336",336,"AT1G18890"
"1035",1035,"AT1G77080"
"4160",4160,"AT5G61450"
"2219",2219,"AT3G25500"
"1066",1066,"AT1G79260"
"4308",4308,"ATCG00480"
"3295",3295,"AT5G03570"
"2107",2107,"AT3G18290"
"3791",3791,"AT5G40510"
"901",901,"AT1G69840"
"3224",3224,"AT4G38550"
"3769",3769,"AT5G38560"
"4051",4051,"AT5G55920"
"474",474,"AT1G28060"
"247",247,"AT1G13880"
"1733",1733,"AT2G47200"
"356",356,"AT1G20140"
"2954",2954,"AT4G25230"
"867",867,"AT1G68220"
"3766",3766,"AT5G38220"
"1724",1724,"AT2G46580"
"2556",2556,"AT3G61100"
"4279",4279,"AT5G66250"
"1500",1500,"AT2G33800"
"4152",4152,"AT5G61030"
"3481",3481,"AT5G13240"
"3351",3351,"AT5G06240"
"776",776,"AT1G61690"
"4209",4209,"AT5G63680"
"2800",2800,"AT4G14965"
"3158",3158,"AT4G35460"
"4033",4033,"AT5G54860"
"668",668,"AT1G52245"
"756",756,"AT1G59650"
"987",987,"AT1G74260"
"1814",1814,"AT3G03940"
"2315",2315,"AT3G46500"
"3647",3647,"AT5G23210"
"2075",2075,"AT3G16630"
"695",695,"AT1G54060"
"2601",2601,"AT3G63430"
"2726",2726,"AT4G09760"
"306",306,"AT1G17120"
"972",972,"AT1G72940"
"163",163,"AT1G08770"
"3776",3776,"AT5G39080"
"3915",3915,"AT5G47820"
"1650",1650,"AT2G42400"
"2141",2141,"AT3G20230"
"3854",3854,"AT5G43810"
"3875",3875,"AT5G45210"
"1018",1018,"AT1G76405"
"203",203,"AT1G10890"
"2205",2205,"AT3G24315"
"3289",3289,"AT5G03280"
"2409",2409,"AT3G51890"
"3070",3070,"AT4G31510"
"3217",3217,"AT4G38270"
"3818",3818,"AT5G42060"
"3173",3173,"AT4G36210"
"1260",1260,"AT2G19180"
"2502",2502,"AT3G57560"
"2202",2202,"AT3G24120"
"2161",2161,"AT3G21160"
"453",453,"AT1G26800"
"2505",2505,"AT3G58100"
"2076",2076,"AT3G16720"
"3300",3300,"AT5G04040"
"2192",2192,"AT3G23630"
"2207",2207,"AT3G24490"
"3688",3688,"AT5G25520"
"4019",4019,"AT5G53770"
"1168",1168,"AT2G07725"
"2228",2228,"AT3G26090"
"66",66,"AT1G04590"
"3909",3909,"AT5G47630"
"1136",1136,"AT2G02790"
"3184",3184,"AT4G36860"
"2781",2781,"AT4G14300"
"3284",3284,"AT5G03185"
"1991",1991,"AT3G13060"
"2567",2567,"AT3G62040"
"1831",1831,"AT3G05010"
"3429",3429,"AT5G10730"
"3219",3219,"AT4G38350"
"2338",2338,"AT3G47965"
"980",980,"AT1G73820"
"2125",2125,"AT3G19460"
"183",183,"AT1G09932"
"1848",1848,"AT3G05937"
"2575",2575,"AT3G62370"
"3991",3991,"AT5G52170"
"2826",2826,"AT4G16265"
"2594",2594,"AT3G63120"
"1852",1852,"AT3G06110"
"909",909,"AT1G70210"
"3073",3073,"AT4G31600"
"2611",2611,"AT4G00270"
"1851",1851,"AT3G06035"
"2989",2989,"AT4G27410"
"4168",4168,"AT5G61960"
"158",158,"AT1G08640"
"3259",3259,"AT5G01650"
"166",166,"AT1G08920"
"2604",2604,"AT3G66658"
"1032",1032,"AT1G76940"
"912",912,"AT1G70320"
"100",100,"AT1G05860"
"3982",3982,"AT5G51560"
"1571",1571,"AT2G38560"
"1342",1342,"AT2G24100"
"755",755,"AT1G59600"
"1583",1583,"AT2G39110"
"4123",4123,"AT5G59380"
"3468",3468,"AT5G12370"
"3637",3637,"AT5G22780"
"1949",1949,"AT3G11397"
"2292",2292,"AT3G43230"
"430",430,"AT1G24625"
"1789",1789,"AT3G03010"
"3007",3007,"AT4G28050"
"3594",3594,"AT5G19450"
"3344",3344,"AT5G05960"
"3975",3975,"AT5G51280"
"2469",2469,"AT3G55420"
"2019",2019,"AT3G14067"
"2077",2077,"AT3G16740"
"2033",2033,"AT3G14830"
"2896",2896,"AT4G21160"
"3811",3811,"AT5G41400"
"1356",1356,"AT2G25180"
"3191",3191,"AT4G37020"
"2070",2070,"AT3G16350"
"3417",3417,"AT5G10020"
"2969",2969,"AT4G26130"
"2269",2269,"AT3G28690"
"610",610,"AT1G47570"
"3933",3933,"AT5G48600"
"1687",1687,"AT2G44820"
"1618",1618,"AT2G40530"
"2486",2486,"AT3G56910"
"1555",1555,"AT2G37400"
"3465",3465,"AT5G12290"
"4199",4199,"AT5G63280"
"2419",2419,"AT3G52290"
"162",162,"AT1G08750"
"4233",4233,"AT5G64440"
"552",552,"AT1G33360"
"114",114,"AT1G06470"
"3984",3984,"AT5G51620"
"3222",3222,"AT4G38490"
"3475",3475,"AT5G13050"
"1439",1439,"AT2G30110"
"650",650,"AT1G50320"
"1842",1842,"AT3G05420"
"3190",3190,"AT4G36990"
"3539",3539,"AT5G16480"
"2698",2698,"AT4G06599"
"139",139,"AT1G07990"
"1580",1580,"AT2G38880"
"2618",2618,"AT4G00752"
"735",735,"AT1G56590"
"1213",1213,"AT2G17230"
"2829",2829,"AT4G16430"
"1111",1111,"AT2G01220"
"4203",4203,"AT5G63480"
"53",53,"AT1G04030"
"441",441,"AT1G25510"
"4039",4039,"AT5G55210"
"120",120,"AT1G06670"
"1835",1835,"AT3G05090"
"2483",2483,"AT3G56740"
"3396",3396,"AT5G09225"
"1917",1917,"AT3G09810"
"3541",3541,"AT5G16560"
"1734",1734,"AT2G47250"
"3550",3550,"AT5G17020"
"561",561,"AT1G34010"
"1259",1259,"AT2G19160"
"671",671,"AT1G52370"
"884",884,"AT1G69010"
"645",645,"AT1G49890"
"3684",3684,"AT5G25360"
"739",739,"AT1G57765"
"3305",3305,"AT5G04280"
"2049",2049,"AT3G15380"
"2729",2729,"AT4G10110"
"612",612,"AT1G47840"
"3005",3005,"AT4G27950"
"2621",2621,"AT4G00895"
"3276",3276,"AT5G02640"
"595",595,"AT1G44910"
"1487",1487,"AT2G32900"
"4278",4278,"AT5G66230"
"191",191,"AT1G10390"
"4132",4132,"AT5G59790"
"1107",1107,"AT2G01070"
"4268",4268,"AT5G65920"
"253",253,"AT1G14080"
"793",793,"AT1G62810"
"3083",3083,"AT4G32420"
"3268",3268,"AT5G02040"
"1286",1286,"AT2G20670"
"4223",4223,"AT5G64090"
"2253",2253,"AT3G27390"
"320",320,"AT1G17690"
"461",461,"AT1G27320"
"2948",2948,"AT4G24680"
"1041",1041,"AT1G77470"
"1293",1293,"AT2G20960"
"155",155,"AT1G08560"
"691",691,"AT1G53720"
"3577",3577,"AT5G18860"
"3287",3287,"AT5G03220"
"696",696,"AT1G54090"
"3473",3473,"AT5G13000"
"3865",3865,"AT5G44290"
"2343",2343,"AT3G48090"
"1871",1871,"AT3G06840"
"1064",1064,"AT1G79180"
"36",36,"AT1G03060"
"2791",2791,"AT4G14560"
"1992",1992,"AT3G13070"
"1481",1481,"AT2G32560"
"167",167,"AT1G08970"
"2128",2128,"AT3G19540"
"2047",2047,"AT3G15352"
"3152",3152,"AT4G35230"
"722",722,"AT1G55730"
"764",764,"AT1G60650"
"1838",1838,"AT3G05150"
"2226",2226,"AT3G25980"
"3733",3733,"AT5G30510"
"176",176,"AT1G09730"
"3349",3349,"AT5G06160"
"2642",2642,"AT4G01897"
"3250",3250,"AT5G01255"
"4073",4073,"AT5G57015"
"3663",3663,"AT5G24170"
"3270",3270,"AT5G02200"
"3229",3229,"AT4G38640"
"1339",1339,"AT2G23980"
"1301",1301,"AT2G21300"
"2479",2479,"AT3G56110"
"2872",2872,"AT4G19150"
"2191",2191,"AT3G23590"
"3792",3792,"AT5G40530"
"2348",2348,"AT3G48570"
"667",667,"AT1G52150"
"2285",2285,"AT3G30775"
"4107",4107,"AT5G58440"
"4084",4084,"AT5G57460"
"2746",2746,"AT4G11280"
"2817",2817,"AT4G15830"
"3989",3989,"AT5G51980"
"3409",3409,"AT5G09680"
"1380",1380,"AT2G26640"
"949",949,"AT1G72175"
"1246",1246,"AT2G18380"
"3013",3013,"AT4G28310"
"1336",1336,"AT2G23420"
"3914",3914,"AT5G47810"
"3111",3111,"AT4G33430"
"641",641,"AT1G49670"
"1173",1173,"AT2G12400"
"2447",2447,"AT3G54290"
"1667",1667,"AT2G43630"
"1697",1697,"AT2G45240"
"3726",3726,"AT5G28220"
"2499",2499,"AT3G57340"
"3790",3790,"AT5G40300"
"627",627,"AT1G48605"
"1223",1223,"AT2G17510"
"1268",1268,"AT2G19560"
"562",562,"AT1G34020"
"539",539,"AT1G32260"
"328",328,"AT1G18270"
"1190",1190,"AT2G15290"
"304",304,"AT1G17060"
"1750",1750,"AT2G48140"
"2262",2262,"AT3G27950"
"936",936,"AT1G71696"
"2986",2986,"AT4G27120"
"1127",1127,"AT2G02370"
"249",249,"AT1G13980"
"2151",2151,"AT3G20630"
"2654",2654,"AT4G02400"
"1780",1780,"AT3G02650"
"3544",3544,"AT5G16650"
"2210",2210,"AT3G24530"
"137",137,"AT1G07950"
"15",15,"AT1G01990"
"3923",3923,"AT5G48180"
"1816",1816,"AT3G04080"
"1652",1652,"AT2G42710"
"446",446,"AT1G26300"
"1628",1628,"AT2G40980"
"1129",1129,"AT2G02560"
"1013",1013,"AT1G76140"
"2451",2451,"AT3G54380"
"962",962,"AT1G72630"
"1120",1120,"AT2G01735"
"2215",2215,"AT3G25110"
"3631",3631,"AT5G22350"
"1108",1108,"AT2G01090"
"3239",3239,"AT4G39350"
"3819",3819,"AT5G42110"
"810",810,"AT1G63970"
"2425",2425,"AT3G52490"
"4081",4081,"AT5G57300"
"3156",3156,"AT4G35390"
"1267",1267,"AT2G19470"
"3195",3195,"AT4G37260"
"3968",3968,"AT5G50580"
"4190",4190,"AT5G63010"
"1251",1251,"AT2G18730"
"4232",4232,"AT5G64430"
"770",770,"AT1G60960"
"432",432,"AT1G24793"
"240",240,"AT1G13390"
"1613",1613,"AT2G40270"
"2153",2153,"AT3G20660"
"3843",3843,"AT5G43260"
"3817",3817,"AT5G41940"
"2728",2728,"AT4G10080"
"286",286,"AT1G15800"
"4027",4027,"AT5G54390"
"1682",1682,"AT2G44640"
"3547",3547,"AT5G16760"
"1171",1171,"AT2G09785"
"2112",2112,"AT3G18680"
"3128",3128,"AT4G34000"
"2214",2214,"AT3G25070"
"3457",3457,"AT5G11975"
"3950",3950,"AT5G49665"
"881",881,"AT1G68820"
"3966",3966,"AT5G50430"
"3269",3269,"AT5G02100"
"2733",2733,"AT4G10300"
"1385",1385,"AT2G26760"
"3132",3132,"AT4G34131"
"3974",3974,"AT5G51220"
"3799",3799,"AT5G40890"
"2742",2742,"AT4G10890"
"2024",2024,"AT3G14240"
"2387",2387,"AT3G50950"
"503",503,"AT1G29785"
"731",731,"AT1G56320"
"845",845,"AT1G66530"
"2256",2256,"AT3G27570"
"1441",1441,"AT2G30160"
"2177",2177,"AT3G22425"
"2142",2142,"AT3G20260"
"3743",3743,"AT5G35560"
"2709",2709,"AT4G08690"
"616",616,"AT1G48210"
"4290",4290,"AT5G66770"
"1429",1429,"AT2G29440"
"1316",1316,"AT2G22300"
"3112",3112,"AT4G33510"
"844",844,"AT1G66430"
"2914",2914,"AT4G22320"
"4049",4049,"AT5G55730"
"889",889,"AT1G69252"
"486",486,"AT1G28490"
"1634",1634,"AT2G41560"
"2647",2647,"AT4G02100"
"1326",1326,"AT2G22660"
"220",220,"AT1G12500"
"3381",3381,"AT5G08170"
"3068",3068,"AT4G31450"
"2784",2784,"AT4G14385"
"147",147,"AT1G08260"
"3208",3208,"AT4G37790"
"3532",3532,"AT5G16210"
"1237",1237,"AT2G18090"
"811",811,"AT1G64060"
"2342",2342,"AT3G48070"
"1769",1769,"AT3G01860"
"2002",2002,"AT3G13360"
"1870",1870,"AT3G06820"
"984",984,"AT1G74090"
"3741",3741,"AT5G35430"
"3437",3437,"AT5G11150"
"1203",1203,"AT2G16640"
"3281",3281,"AT5G03050"
"1709",1709,"AT2G45620"
"3194",3194,"AT4G37250"
"1790",1790,"AT3G03050"
"3885",3885,"AT5G46070"
"1343",1343,"AT2G24170"
"3154",3154,"AT4G35335"
"502",502,"AT1G29520"
"555",555,"AT1G33680"
"2795",2795,"AT4G14720"
"2104",2104,"AT3G18210"
"3645",3645,"AT5G23050"
"3279",3279,"AT5G02840"
"3622",3622,"AT5G22010"
"4264",4264,"AT5G65830"
"385",385,"AT1G21880"
"3697",3697,"AT5G26210"
"518",518,"AT1G30720"
"4155",4155,"AT5G61220"
"3646",3646,"AT5G23090"
"859",859,"AT1G67580"
"2822",2822,"AT4G16150"
"832",832,"AT1G65520"
"3332",3332,"AT5G05600"
"3513",3513,"AT5G14680"
"954",954,"AT1G72340"
"2963",2963,"AT4G25720"
"2678",2678,"AT4G04610"
"1578",1578,"AT2G38840"
"2225",2225,"AT3G25940"
"254",254,"AT1G14170"
"2217",2217,"AT3G25290"
"2737",2737,"AT4G10640"
"3772",3772,"AT5G38720"
"4291",4291,"AT5G66850"
"4272",4272,"AT5G66060"
"3498",3498,"AT5G14050"
"2532",2532,"AT3G59765"
"2477",2477,"AT3G55920"
"3724",3724,"AT5G27920"
"1861",1861,"AT3G06450"
"4314",4314,"ATMG00080"
"3232",3232,"AT4G39040"
"624",624,"AT1G48450"
"593",593,"AT1G44835"
"3334",3334,"AT5G05640"
"2808",2808,"AT4G15410"
"96",96,"AT1G05780"
"3661",3661,"AT5G24030"
"2183",2183,"AT3G22990"
"3623",3623,"AT5G22050"
"1254",1254,"AT2G18840"
"875",875,"AT1G68660"
"4250",4250,"AT5G65300"
"4008",4008,"AT5G53120"
"2204",2204,"AT3G24200"
"958",958,"AT1G72440"
"2298",2298,"AT3G44200"
"285",285,"AT1G15740"
"713",713,"AT1G55210"
"2913",2913,"AT4G22305"
"3960",3960,"AT5G50175"
"1845",1845,"AT3G05570"
"2360",2360,"AT3G49350"
"2712",2712,"AT4G08920"
"358",358,"AT1G20490"
"1134",1134,"AT2G02740"
"3231",3231,"AT4G38890"
"1802",1802,"AT3G03550"
"3215",3215,"AT4G38250"
"2576",2576,"AT3G62450"
"578",578,"AT1G36370"
"59",59,"AT1G04280"
"1011",1011,"AT1G75980"
"21",21,"AT1G02220"
"1863",1863,"AT3G06540"
"1094",1094,"AT1G80560"
"32",32,"AT1G02880"
"459",459,"AT1G27150"
"570",570,"AT1G34630"
"3447",3447,"AT5G11800"
"3570",3570,"AT5G18410"
"685",685,"AT1G53500"
"1323",1323,"AT2G22540"
"1897",1897,"AT3G07890"
"2105",2105,"AT3G18240"
"2216",2216,"AT3G25120"
"1596",1596,"AT2G39550"
"3521",3521,"AT5G15120"
"974",974,"AT1G73350"
"723",723,"AT1G55805"
"2245",2245,"AT3G27050"
"3794",3794,"AT5G40610"
"554",554,"AT1G33590"
"1233",1233,"AT2G17930"
"1692",1692,"AT2G45030"
"1774",1774,"AT3G02300"
"3872",3872,"AT5G45070"
"3586",3586,"AT5G19190"
"4255",4255,"AT5G65620"
"2579",2579,"AT3G62630"
"268",268,"AT1G14990"
"3902",3902,"AT5G47420"
"4041",4041,"AT5G55260"
"3639",3639,"AT5G22850"
"3212",3212,"AT4G38100"
"3630",3630,"AT5G22330"
"2634",2634,"AT4G01450"
"2773",2773,"AT4G13590"
"1807",1807,"AT3G03773"
"1292",1292,"AT2G20940"
"2403",2403,"AT3G51580"
"3896",3896,"AT5G46860"
"3823",3823,"AT5G42250"
"2347",2347,"AT3G48330"
"2859",2859,"AT4G18590"
"2977",2977,"AT4G26610"
"2060",2060,"AT3G15970"
"826",826,"AT1G65032"
"3827",3827,"AT5G42520"
"727",727,"AT1G56190"
"299",299,"AT1G16520"
"2330",2330,"AT3G47620"
"44",44,"AT1G03380"
"783",783,"AT1G62020"
"1799",1799,"AT3G03340"
"3318",3318,"AT5G04910"
"189",189,"AT1G10310"
"702",702,"AT1G54370"
"207",207,"AT1G11020"
"3179",3179,"AT4G36640"
"3071",3071,"AT4G31530"
"1217",1217,"AT2G17280"
"3116",3116,"AT4G33550"
"2837",2837,"AT4G17010"
"2911",2911,"AT4G22260"
"746",746,"AT1G58230"
"193",193,"AT1G10430"
"35",35,"AT1G03040"
"4063",4063,"AT5G56320"
"4186",4186,"AT5G62810"
"278",278,"AT1G15390"
"1541",1541,"AT2G36420"
"3206",3206,"AT4G37680"
"2160",2160,"AT3G21110"
"3340",3340,"AT5G05750"
"803",803,"AT1G63500"
"1591",1591,"AT2G39400"
"1472",1472,"AT2G31890"
"2399",2399,"AT3G51430"
"4011",4011,"AT5G53330"
"1504",1504,"AT2G34070"
"660",660,"AT1G50940"
"3489",3489,"AT5G13490"
"3354",3354,"AT5G06290"
"2703",2703,"AT4G08290"
"3280",3280,"AT5G02850"
"2446",2446,"AT3G54250"
"895",895,"AT1G69490"
"134",134,"AT1G07640"
"118",118,"AT1G06550"
"968",968,"AT1G72852"
"113",113,"AT1G06460"
"1020",1020,"AT1G76500"
"3842",3842,"AT5G43130"
"3961",3961,"AT5G50300"
"2375",2375,"AT3G50590"
"3805",3805,"AT5G41080"
"1440",1440,"AT2G30130"
"2935",2935,"AT4G23895"
"1725",1725,"AT2G46690"
"2511",2511,"AT3G58490"
"2490",2490,"AT3G57000"
"3377",3377,"AT5G07370"
"2393",2393,"AT3G51130"
"3876",3876,"AT5G45290"
"2815",2815,"AT4G15790"
"689",689,"AT1G53680"
"178",178,"AT1G09815"
"1744",1744,"AT2G47930"
"1404",1404,"AT2G27740"
"4094",4094,"AT5G57910"
"983",983,"AT1G74020"
"2674",2674,"AT4G03415"
"408",408,"AT1G23120"
"1473",1473,"AT2G31945"
"2084",2084,"AT3G17090"
"3376",3376,"AT5G07360"
"694",694,"AT1G53920"
"4069",4069,"AT5G56740"
"2955",2955,"AT4G25260"
"2012",2012,"AT3G13760"
"2005",2005,"AT3G13550"
"625",625,"AT1G48510"
"1676",1676,"AT2G44310"
"1056",1056,"AT1G78630"
"4020",4020,"AT5G53850"
"3878",3878,"AT5G45400"
"2591",2591,"AT3G63000"
"3261",3261,"AT5G01810"
"2818",2818,"AT4G15920"
"765",765,"AT1G60660"
"1959",1959,"AT3G11700"
"3626",3626,"AT5G22120"
"1467",1467,"AT2G31660"
"3207",3207,"AT4G37740"
"1857",1857,"AT3G06330"
"4000",4000,"AT5G52550"
"1941",1941,"AT3G11070"
"2094",2094,"AT3G17790"
"2653",2653,"AT4G02350"
"2772",2772,"AT4G13530"
"659",659,"AT1G50630"
"2836",2836,"AT4G16710"
"3459",3459,"AT5G12040"
"4044",4044,"AT5G55500"
"2650",2650,"AT4G02220"
"447",447,"AT1G26340"
"3138",3138,"AT4G34410"
"985",985,"AT1G74160"
"1423",1423,"AT2G28890"
"1165",1165,"AT2G07175"
"2903",2903,"AT4G21560"
"2973",2973,"AT4G26400"
"3939",3939,"AT5G48920"
"1182",1182,"AT2G14740"
"3452",3452,"AT5G11900"
"4304",4304,"AT5G67630"
"857",857,"AT1G67340"
"1899",1899,"AT3G08510"
"632",632,"AT1G48900"
"3829",3829,"AT5G42650"
"2428",2428,"AT3G52748"
"3848",3848,"AT5G43600"
"747",747,"AT1G58270"
"2741",2741,"AT4G10810"
"640",640,"AT1G49590"
"3337",3337,"AT5G05690"
"3324",3324,"AT5G05140"
"998",998,"AT1G75210"
"2724",2724,"AT4G09695"
"3590",3590,"AT5G19370"
"3517",3517,"AT5G14790"
"852",852,"AT1G67120"
"3074",3074,"AT4G31790"
"3296",3296,"AT5G03700"
"2909",2909,"AT4G22233"
"3092",3092,"AT4G32660"
"606",606,"AT1G47380"
"1037",1037,"AT1G77220"
"3161",3161,"AT4G35600"
"443",443,"AT1G25560"
"117",117,"AT1G06540"
"924",924,"AT1G70810"
"3240",3240,"AT4G39460"
"572",572,"AT1G35220"
"4201",4201,"AT5G63320"
"874",874,"AT1G68580"
"838",838,"AT1G65700"
"1575",1575,"AT2G38650"
"2449",2449,"AT3G54350"
"2589",2589,"AT3G62940"
"3331",3331,"AT5G05540"
"1025",1025,"AT1G76700"
"982",982,"AT1G73930"
"171",171,"AT1G09130"
"1732",1732,"AT2G47070"
"3027",3027,"AT4G29120"
"2350",2350,"AT3G48710"
"1846",1846,"AT3G05670"
"365",365,"AT1G20670"
"4245",4245,"AT5G64970"
"1241",1241,"AT2G18220"
"2750",2750,"AT4G12060"
"1612",1612,"AT2G40190"
"3837",3837,"AT5G42940"
"2281",2281,"AT3G29320"
"3618",3618,"AT5G21060"
"1415",1415,"AT2G28390"
"2665",2665,"AT4G02980"
"3958",3958,"AT5G50020"
"2324",2324,"AT3G47470"
"2814",2814,"AT4G15640"
"4125",4125,"AT5G59430"
"2162",2162,"AT3G21175"
"295",295,"AT1G16210"
"2975",2975,"AT4G26510"
"2764",2764,"AT4G13300"
"4181",4181,"AT5G62610"
"2402",2402,"AT3G51500"
"340",340,"AT1G19110"
"2491",2491,"AT3G57040"
"3346",3346,"AT5G05987"
"2748",2748,"AT4G11830"
"3313",3313,"AT5G04760"
"1255",1255,"AT2G18876"
"1470",1470,"AT2G31800"
"2130",2130,"AT3G19590"
"742",742,"AT1G58060"
"4178",4178,"AT5G62550"
"2080",2080,"AT3G16910"
"2078",2078,"AT3G16760"
"466",466,"AT1G27520"
"3335",3335,"AT5G05660"
"2457",2457,"AT3G54826"
"3072",3072,"AT4G31590"
"2334",2334,"AT3G47850"
