$RNA_seq	FLT_Light_Rep1	FLT_Light_Rep2	FLT_Light_Rep3	FLT_Dark_Rep1	FLT_Dark_Rep2	FLT_Dark_Rep3	GC_Light_Rep1	GC_Light_Rep2	GC_Light_Rep3	GC_Dark_Rep1	GC_Dark_Rep2	GC_Dark_Rep3
AT1G15200	454.8534874	437.8096137	419.7832304	422.8237841	471.1311971	413.2554719	560.013811	300.1215185	426.234662	386.361945	530.5418009	434.6582095
AT1G15230	294.6615873	359.5982083	372.3341748	339.9161587	377.8734386	427.5069032	399.346258	375.7112704	370.6753821	265.0779144	363.6533045	391.1540617
AT1G15280	254.5390236	274.7325054	290.6158071	180.0026006	194.0611912	263.3486438	286.4160175	170.9140345	212.3727969	307.71324	390.7745637	313.313015
AT1G15390	268.5932297	279.8394898	276.8082747	237.0847631	375.8684263	298.5591735	334.2007378	293.2264207	326.1952947	310.5283821	401.0052226	347.7951746
AT1G15405	32.33308207	59.83484752	94.17510706	16.69966388	95.77381585	485.7053376	42.33081887	255.5659	241.2330102	194.6950579	133.0023249	99.70400997
AT1G15625	122.9858093	135.8618373	254.0916961	262.1828907	94.81965047	369.9641503	15.75456486	74.45024425	88.53476148	56.7952549	28.49173799	118.6665795
AT1G15630	238.3039949	182.4530949	187.7683694	251.756126	147.2582517	235.5888075	45.40270532	104.1320393	68.59513669	94.06415699	7.127753732	60.88819087
AT1G15640	263.1874893	167.3222123	215.5663324	257.0196237	83.10966458	221.0917027	73.7199333	127.781655	129.3367957	67.71359798	14.34882297	110.467527
AT1G15740	207.7051488	250.9059572	345.7934874	209.974647	104.8534791	244.5125534	214.6110974	246.27437	329.7132992	145.6503733	153.6232806	295.2679749
AT1G15810	270.8564798	272.8708291	211.3370177	275.0168249	271.5693984	251.3154729	272.259672	253.0738916	269.0119821	267.152478	221.384652	239.4987251
AT1G15860	266.6352567	247.343966	290.2876178	315.9269761	238.9758389	281.8527665	236.6583561	386.7256301	453.742321	258.2766912	172.6474473	306.2853971
AT1G15880	374.5869404	384.104981	409.5940329	473.5484247	408.7854758	363.730689	323.178695	572.9164497	532.5143548	388.2065183	447.554465	533.6027928
AT1G15920	379.8747111	443.7381795	461.2263976	375.3723777	273.2651579	397.0259689	472.6897614	354.8600407	383.5806141	216.0284922	447.6501906	404.5031355
AT1G15960	351.3889167	275.5789285	268.8941474	260.4166271	219.0947878	330.9800888	462.8979839	269.8856161	389.4875049	281.4520444	368.1839713	362.4034967
AT1G16040	203.7054576	277.1944385	169.9695705	224.7163246	298.2272868	350.2580269	295.0721145	401.9918953	353.3699116	240.0604536	261.3177427	244.1314048
AT1G16190	366.8689785	353.8670477	258.0719589	370.4359492	393.8669161	259.3530776	327.2224447	182.6338843	333.0080551	403.4055371	304.7556351	325.5314449
AT1G16210	322.3960873	288.9121434	338.360851	332.2541197	227.9245473	311.7724932	272.6480465	240.7573865	300.0714449	275.5520659	258.5491689	335.4373343
AT1G16860	407.8500161	408.5322537	411.3857851	359.7524646	415.3836137	179.3664829	356.5755578	328.9867342	391.1783379	438.5826376	230.4271396	439.8025382
AT1G16870	404.5986778	370.4929103	329.5574324	370.8898667	399.286559	389.4987771	304.3232807	360.901831	353.7508844	385.3417358	417.7809969	336.5378313
AT1G16900	318.7413116	229.7384547	235.6472341	229.5570903	258.1099215	182.326134	337.7359851	177.6772887	213.015811	354.4776041	255.3933298	304.5507157
AT1G16916	165.1615025	172.7593049	173.1598899	136.3031792	217.0299376	292.1453077	203.4451461	360.3384011	274.7903183	185.7654684	238.6292916	234.5132391
AT1G17060	227.0893026	221.9201707	305.279077	370.2137298	108.220569	124.1956497	97.90563477	101.4059935	137.7361501	125.4581019	3.57144891	114.59131
AT1G17130	271.3421053	225.8492059	238.8758372	215.6050535	239.8120178	287.9198897	251.0273214	341.3386707	339.0754819	240.0084039	231.8945616	251.8189723
AT1G17147	48.86194856	67.35950848	220.9043172	64.31816416	36.31484296	205.3687311	86.70481186	176.4287181	211.7819914	27.59034199	8.90210311	105.2488824
AT1G17210	310.1724712	411.2387642	287.531235	298.9327708	300.4075189	210.6693749	436.7678544	222.0625599	260.0797214	356.6235197	300.3078225	393.3859038
AT1G17280	410.7148541	404.0903093	357.9210908	433.1342679	353.2856845	406.6601552	374.6127377	442.8027497	458.2760243	309.6637881	311.7679047	339.7828773
AT1G17285	296.1618506	292.3037527	246.6745236	305.1993733	474.1786337	450.4053271	484.5099428	559.2256018	305.3762888	394.6718499	333.5532211	392.4563879
AT1G17350	255.979283	194.1657143	246.0063828	249.7970666	234.4159232	216.1996054	298.4346581	311.5398775	214.1522604	182.6978547	140.7671922	220.8828639
AT1G17430	274.4185742	259.0160161	247.6983292	246.9154959	240.6998715	264.7982457	222.1419771	280.0122315	175.3871281	186.4061705	251.4115989	241.5140662
AT1G17455	201.1246239	217.0948947	310.9491146	239.8394289	261.2800609	350.7094492	219.1414818	369.2903698	297.0665732	214.3781016	223.3203535	214.5404336
AT1G17490	140.0066381	140.8421463	171.4438886	150.8872322	131.8491748	261.2968822	131.5255106	238.7657249	225.6102092	130.8841009	142.1177681	167.0934189
AT1G17510	221.9073935	224.1720835	223.1496889	222.0707199	311.4892761	307.6025788	328.4424182	424.4187984	349.962359	283.9022154	296.4318555	218.6298468
AT1G17530	357.4170238	420.1037058	362.5120533	382.2067328	345.9134615	537.9275751	503.0769111	233.9986727	308.1202902	260.7336318	398.9451377	368.0807474
AT1G17620	302.0956494	290.2956289	361.0771602	228.7772859	317.3159285	290.054277	204.2686831	180.486232	283.4765408	292.4231441	178.4143226	350.9522118
AT1G17720	359.0440639	337.4607876	353.9747076	315.747427	386.5454324	460.6081543	337.469164	376.1951972	375.8567734	377.3762071	354.6804286	425.7754017
AT1G17730	181.0811757	159.1325389	198.2708028	190.8889663	182.2342466	203.522441	184.4858237	299.9225316	320.5844914	197.9236222	208.4064615	166.1415949
AT1G17745	329.5920005	380.8473059	448.6218662	338.0492878	194.2301913	189.4192482	365.8656618	349.121092	255.5407417	264.5519249	133.9804026	298.3497845
AT1G17970	194.0081028	215.0495901	214.3558781	167.5191785	250.4855859	238.216261	231.2982776	238.8805059	235.2641892	214.1946538	123.5940399	191.4395376
AT1G18150	369.7493659	446.2651957	346.5706598	437.3395545	250.20491	296.4968636	294.6500563	263.5164093	325.9973234	251.7943839	130.4745732	225.3640867
AT1G18250	199.7338147	188.3327532	217.849674	203.4608184	363.847849	450.6615922	233.7859274	391.8534344	566.231651	409.2610427	651.1378927	191.6471291
AT1G18270	159.6230424	244.3639442	334.4582465	124.549588	151.1482911	190.7055364	155.1386497	184.6222313	215.6281286	123.6536102	87.62035083	249.8501196
AT1G18300	18.52384677	29.86344711	399.8324485	26.57570939	16.80990346	213.6786672	143.1132618	34.07979479	27.44595956	21.08056983	42.77314237	45.40932584
AT1G18470	220.2362815	275.7560861	352.9117264	265.3094269	103.6717555	198.4753161	284.0829318	254.3505245	302.8339955	162.7564505	161.7773534	263.1258097
AT1G18480	344.1665596	291.412749	204.0176274	307.1372937	292.4406504	249.0541	259.0119541	125.0566453	186.1704019	333.7294183	296.1734697	276.6337636
AT1G18500	364.9209677	270.9626324	321.5109673	314.2794662	289.0105935	247.5829862	319.1274333	115.1007908	166.4985854	297.7304007	250.1255753	221.9725843
AT1G18840	381.1510614	376.5603422	323.6792726	398.2423756	391.9264626	306.003584	368.3943623	385.0682508	302.8609392	431.8537771	355.5286532	348.15678
AT1G18890	195.8992657	302.1201133	242.9624755	190.395747	214.4005156	164.420254	255.8731801	213.451922	306.5587794	305.7858749	269.8128622	423.3045052
AT1G18980	149.1218631	181.0654748	288.0576021	270.5450302	57.83565945	298.0327083	73.59675912	232.1868981	290.7457368	52.75109773	16.02201792	233.1939634
AT1G19020	7.591657241	15.39873685	310.5205985	49.59200683	20.85398407	207.5703695	17.66944543	21.05643996	55.5912323	7.317932592	10.65630164	64.97678025
AT1G19450	386.8577813	463.9335025	310.1490135	367.4341373	241.3049162	288.5263652	254.5798014	214.5160877	203.4864785	176.4259437	75.01232907	135.2416254
AT1G19570	75.83138744	113.6874203	130.2677688	86.68111107	39.00639264	140.5075463	185.8552468	625.1317241	646.6045653	84.41355202	78.31580112	73.2579311
AT1G19580	359.2643459	353.5569828	342.4618406	423.288635	355.6119822	270.1276542	483.7857517	430.1289253	461.3388199	402.5034152	349.7516494	304.5023658
AT1G19600	377.7729323	539.8322381	396.7245302	472.9902071	477.2968522	309.1883237	491.500629	318.6247478	365.107512	378.1981036	390.8326755	433.547615
AT1G19660	133.9722373	154.3183108	349.8854903	151.7594006	59.81565011	237.5683446	154.0976323	307.1495696	291.3130525	37.56915201	97.25320643	170.7801793
AT1G19680	324.6904937	431.4939764	297.1676839	335.1991282	412.7313921	259.3273263	419.6546242	242.7467959	229.8271058	346.4873195	392.7809564	460.4159637
AT1G19800	282.4787166	229.7243103	232.7434198	187.7262427	298.6572751	255.8635194	292.1770893	262.1929209	271.7313876	272.1695746	212.9771637	274.6858399
AT1G19835	432.909323	517.3065366	475.673362	337.9142631	560.4351166	294.5340255	474.876147	320.2818879	319.9274845	578.0510766	327.9357805	509.5104108
AT1G19850	318.7136043	375.8406613	299.8559761	258.4845425	320.0023564	311.5112953	359.2241376	199.752808	235.6068631	364.7870392	478.707713	347.3139027
AT1G20110	311.9496512	329.8160267	385.4886923	293.9801993	262.1261734	287.6746779	197.1887836	179.1150535	200.4323325	254.0430624	280.4962828	348.961243
AT1G20140	189.3557216	200.485792	148.9577974	190.2854299	260.8526384	302.9666802	190.4924738	326.0236433	306.6380125	219.5560597	246.1650252	167.2133426
AT1G20460	212.0985956	301.1983545	250.9511239	244.8379741	217.8315117	257.9023239	192.352083	300.777961	321.337966	164.4889563	205.102278	290.0348723
AT1G20575	370.5432926	341.5870983	358.5246915	404.8824214	357.0604018	335.3222242	361.7056245	415.0770289	390.3362526	362.5257172	311.7840841	278.6325083
AT1G20620	612.6218726	458.8715733	344.5636382	302.4129909	89.98204597	275.9639683	362.7891981	76.26880027	98.31943806	122.8266667	144.0760184	130.8628893
AT1G20630	444.0176191	355.2278879	252.6603833	348.5503931	87.37890372	240.4799525	397.2969035	151.23294	182.3274955	80.92147866	128.6066139	129.0494604
AT1G20770	309.1049147	284.1751063	338.3804326	361.1023527	357.4832604	288.1425565	252.7673592	447.0676875	296.9301291	269.19375	332.8734626	245.1291797
AT1G20900	426.5935317	513.1537524	387.8102448	535.2461198	459.8253276	413.1937592	425.6428945	271.4851594	435.9392907	412.2438678	465.745205	458.3153314
AT1G20920	277.5512676	345.2585891	429.276077	237.8329745	298.2696083	309.7897424	396.5209918	266.9929013	297.6594484	350.9937766	422.9204666	386.6396943
AT1G20970	415.9902129	414.8371371	422.8288683	338.1804656	356.1616593	315.193651	338.7431355	345.3796226	245.3980555	341.1391594	264.6594051	402.700493
AT1G20980	269.7919738	270.1759057	277.0147563	240.1428598	231.8490572	264.9282649	158.702933	233.1801396	198.587835	305.6200013	252.0963701	311.8268752
AT1G21050	200.9206848	341.3839552	325.6407039	145.3823654	199.2755517	297.6756664	511.9383917	584.4016034	581.0700472	205.975859	173.6461053	479.8768075
AT1G21065	269.6427401	268.1548138	394.8302363	282.3991001	321.4732969	465.2701555	357.8609055	508.9251276	495.8852346	308.465873	396.8644969	325.0101778
AT1G21080	426.6302671	479.1045766	502.1127448	401.0368986	373.1733369	472.5185016	539.9277932	289.7759143	326.1270022	430.8745539	380.2750169	445.2931975
AT1G21140	23.57796134	57.49904658	38.8484912	7.692509662	2.689654261	12.97706238	4.365868218	255.8223655	732.3656421	0.810907689	30.29252298	40.24802948
AT1G21380	250.6318626	203.074214	305.2827549	366.7210124	150.5663652	192.318654	159.3911943	163.4316565	259.6050699	157.8271229	133.9362976	165.1779605
AT1G21450	228.6995095	289.8653025	383.873963	298.8855731	155.2577416	218.5320221	202.335674	245.1027585	275.756582	158.5666022	178.6702032	299.4071161
AT1G21630	353.7931947	385.8120111	385.0842158	366.1393464	444.1628621	384.3503441	323.3364361	236.4321193	379.1335499	624.4425808	482.7242784	543.0704455
AT1G21660	306.0967658	273.0974143	231.6072533	272.2645352	229.8722556	161.3310404	308.1026894	199.7214078	231.1050703	219.2902345	132.1837449	250.8734863
AT1G21690	459.4034361	362.2533757	362.0320055	481.2452457	390.3385071	204.1066719	453.2423887	392.337408	414.2317877	471.8874971	574.2213833	332.4869982
AT1G21710	291.1492754	279.2351589	214.5435588	331.6270337	357.6501405	309.078606	317.218822	358.4290978	291.9620006	321.5724412	399.6652387	392.2433768
AT1G21760	164.9664587	157.2294822	249.3249683	153.8930652	132.4454405	284.8678981	205.4357249	246.6629753	244.150641	158.0328601	160.505048	162.0438799
AT1G21880	247.2914856	298.1922414	227.4712354	216.1711811	265.4783767	347.219711	204.7879773	214.8085415	349.2570287	397.5042523	442.5611561	251.8253948
AT1G21920	269.9761615	261.8618123	476.082888	328.1995751	217.8595852	342.5573258	258.2921672	334.4537435	332.6426415	203.1114417	232.1449323	219.821002
AT1G22140	195.581471	222.4041723	262.8139261	178.8534293	251.7878631	466.6498944	276.8033177	494.1451621	447.7335945	280.441303	329.2039725	288.3361075
AT1G22200	478.2817612	364.3745982	305.8250513	513.9189366	495.0334079	301.0843176	343.240945	315.3615639	469.6024609	430.3893666	495.7023179	369.2739367
AT1G22280	211.0135707	260.2593315	315.2500626	334.5460143	132.4718745	283.8874273	150.9955599	183.6141727	163.7681845	153.2133646	222.7171674	246.3105887
AT1G22470	76.70297703	98.12192393	201.431754	85.96067771	151.3316853	259.8008491	113.3788724	155.5562662	169.3261588	78.77759931	80.03939579	79.43924524
AT1G22500	117.8159497	111.8882646	399.9271957	293.1318625	24.20249404	194.0036409	128.6961499	201.0640336	269.6714949	28.35392486	44.59878276	182.6984643
AT1G22620	405.8569064	402.7374925	353.1831628	319.2972558	366.2273635	245.0059788	441.8444286	235.3311821	233.8022455	304.7056122	348.7772658	363.4732082
AT1G22640	254.787036	259.2444071	301.4487533	277.89288	124.3351066	146.4232605	214.1161036	314.2713865	306.0465636	144.6481208	37.68710334	150.1505406
AT1G22710	81.58010034	180.8892644	284.2307632	37.79224786	20.83719773	42.07170754	80.55291333	236.4432148	320.0212236	24.28044463	16.07284234	55.7478161
AT1G22885	63.62936593	84.63263411	226.6482555	212.6505321	263.7229391	563.2533397	79.8005185	358.0653745	413.0582275	226.8908062	336.7364455	557.3709983
AT1G22910	308.1312794	356.0816157	253.0966828	284.6077172	312.3804594	231.1022249	227.0744245	350.901863	396.2554161	408.3504101	344.4297009	368.7981536
AT1G22920	285.9901757	269.6823456	249.2878515	319.1141404	422.7208689	343.056533	286.7574367	420.9647338	386.091127	372.672254	324.6733316	260.0450045
AT1G23020	209.2239533	160.404573	472.2902456	401.9414703	583.3137491	345.4294866	343.4805028	71.14105483	71.36563363	383.6172789	377.0354076	541.6674807
AT1G23030	313.6404409	373.0944271	364.4283962	328.2723299	364.9636256	149.3384274	421.2663237	203.6632422	230.1041471	365.7089983	151.8533969	392.3203788
AT1G23040	179.965764	166.337763	303.081046	234.9447811	90.34487327	252.8930797	145.0323917	241.0534341	309.3655628	99.57844368	135.7079681	171.3429398
AT1G23080	334.1466754	273.5862587	256.2640295	165.6445214	243.8423123	215.4190856	471.8906095	335.2291782	317.6401477	401.3591563	401.9222867	294.5349868
AT1G23100	149.5885777	157.3983972	183.3629758	164.6043457	298.8152123	255.6889907	116.4415495	545.977864	402.002096	215.3189949	231.7644223	180.348878
AT1G23260	281.2824046	254.1175372	345.6057309	281.8201673	275.7711545	504.7190355	291.4793724	365.9381766	481.6573119	307.5584523	304.5786668	372.1985707
AT1G23310	343.0063607	312.940948	299.5386775	330.9520315	180.7539347	230.3839611	455.1536874	233.2320089	226.7730867	133.483093	155.3502255	236.3474947
AT1G23710	57.23285915	31.00586466	241.2370621	50.36672166	24.87580862	319.8803565	99.2212579	104.3391061	87.73421457	25.11893786	35.67006875	31.99674526
AT1G23800	243.7930312	342.4045251	298.9295307	222.3397902	117.6177156	173.8459295	300.1374655	107.3153073	193.0870191	326.7312897	141.5499861	354.5523645
AT1G23850	206.9951484	186.1749503	264.7424354	169.3151923	102.1847299	145.0505052	213.7501335	165.6993714	145.9973993	95.57573352	58.88278422	120.7708162
AT1G23870	432.1133709	395.5306294	552.355669	304.5102834	194.2314538	167.4721865	328.2830131	258.8293894	258.9067087	222.4298302	219.8181918	483.1983808
AT1G23960	417.1339056	323.8331624	386.1808547	355.0971713	269.366712	323.5941635	362.4907125	420.2174726	342.7690978	302.4439673	256.8365199	381.4525993
AT1G24120	200.1954455	244.0407145	229.1521935	252.6257334	211.0703524	233.3019412	256.6291259	262.7727502	187.4698531	198.3361364	217.8193384	271.5017404
AT1G24240	243.89933	218.0442757	196.5411829	232.1355329	329.7367539	333.2782286	242.2710438	331.932139	281.1727484	237.1910358	238.9474011	194.6678517
AT1G24267	326.3225473	344.7655691	237.1730383	309.2020241	323.2529185	320.2155581	306.1306512	210.9570485	269.8971029	316.5054345	374.7497874	244.9935722
AT1G24350	238.3721848	184.1891688	263.6637446	239.2614103	181.0424846	386.5309687	180.0597908	325.9636335	400.1701798	185.8446851	168.1106225	271.275703
AT1G24450	215.532373	169.2679842	195.8766866	165.7573877	225.9197631	353.5524022	282.5805446	358.2826485	303.0471324	244.0164226	276.2852905	206.4112804
AT1G24460	234.4791626	225.1862775	271.5539973	273.9866644	282.6105707	252.743747	199.6811914	231.0847945	223.3073492	238.7894379	229.8258548	242.6364668
AT1G24793	265.6048367	198.9377658	177.5504289	333.9349495	233.8316992	266.8949891	251.2763077	350.3396673	347.2807798	233.9878982	189.2472215	150.5775351
AT1G25054	154.8959185	306.5581333	256.5956257	170.6658918	379.2097938	292.7265587	247.5038842	61.13683543	223.9423251	353.3947089	317.3498824	355.0398934
AT1G25175	309.0140621	200.7003545	316.6646552	231.7358938	345.7713804	346.8377588	299.7635611	221.9903471	280.1678211	303.0316658	356.8251366	470.0773741
AT1G25211	328.1207431	254.9778114	227.5127689	288.2783853	267.5522688	163.1154839	322.9613778	262.5484582	275.1860757	279.381453	239.1547262	270.4537984
AT1G25350	394.3108527	345.4635305	358.7781444	354.1972701	427.4533994	482.2657502	312.0113796	340.9104699	301.2798373	469.1769115	471.7463974	361.359806
