"","X","phyD_GC_c1.which.mclass....7...1."
"135",135,"AT1G06520"
"952",952,"AT1G78480"
"1069",1069,"AT2G07779"
"1101",1101,"AT2G09090"
"2223",2223,"AT4G04005"
"3439",3439,"ATCG01070"
"907",907,"AT1G75550"
"977",977,"AT1G80080"
"142",142,"AT1G07010"
"1343",1343,"AT2G33810"
"3210",3210,"AT5G48320"
"549",549,"AT1G44542"
"3345",3345,"AT5G60440"
"1238",1238,"AT2G25410"
"2450",2450,"AT4G21500"
"1262",1262,"AT2G27690"
"2070",2070,"AT3G55515"
"2313",2313,"AT4G11910"
"3074",3074,"AT5G38747"
"1483",1483,"AT2G44390"
"1774",1774,"AT3G16860"
"1578",1578,"AT3G03535"
"2270",2270,"AT4G08210"
"2275",2275,"AT4G08795"
"1292",1292,"AT2G30650"
"2910",2910,"AT5G14890"
"167",167,"AT1G07877"
"2257",2257,"AT4G06705"
"2112",2112,"AT3G58795"
"1791",1791,"AT3G18200"
"1316",1316,"AT2G32235"
"130",130,"AT1G06287"
"1108",1108,"AT2G09420"
"730",730,"AT1G63400"
"3057",3057,"AT5G37550"
"909",909,"AT1G75620"
"132",132,"AT1G06357"
"1131",1131,"AT2G14690"
"1447",1447,"AT2G41450"
"86",86,"AT1G04973"
"1588",1588,"AT3G04181"
"999",999,"AT2G02300"
"74",74,"AT1G04620"
"2881",2881,"AT5G13150"
"149",149,"AT1G07280"
"1582",1582,"AT3G04000"
"379",379,"AT1G19200"
"522",522,"AT1G34340"
"1362",1362,"AT2G35340"
"1143",1143,"AT2G15590"
"1814",1814,"AT3G19850"
"71",71,"AT1G04540"
"1926",1926,"AT3G29110"
"2361",2361,"AT4G15150"
"2377",2377,"AT4G15975"
"1460",1460,"AT2G42690"
"2797",2797,"AT5G06585"
"432",432,"AT1G24480"
"2670",2670,"AT4G38400"
"1887",1887,"AT3G25905"
"230",230,"AT1G09880"
"1079",1079,"AT2G08060"
"943",943,"AT1G77950"
"1071",1071,"AT2G07787"
"2064",2064,"AT3G54870"
"1024",1024,"AT2G03840"
"2818",2818,"AT5G07990"
"1860",1860,"AT3G23410"
"2522",2522,"AT4G25719"
"2294",2294,"AT4G10120"
"2789",2789,"AT5G06235"
"1195",1195,"AT2G21400"
"648",648,"AT1G55755"
"177",177,"AT1G08217"
"2354",2354,"AT4G14700"
"2591",2591,"AT4G31408"
"2806",2806,"AT5G07330"
"433",433,"AT1G24575"
"2757",2757,"AT5G03795"
"2329",2329,"AT4G13345"
"2883",2883,"AT5G13200"
"805",805,"AT1G68870"
"1757",1757,"AT3G15520"
"1612",1612,"AT3G05285"
"972",972,"AT1G79840"
"147",147,"AT1G07187"
"3442",3442,"ATCG01110"
"2976",2976,"AT5G21100"
"951",951,"AT1G78476"
"2799",2799,"AT5G06755"
"1551",1551,"AT3G02370"
"524",524,"AT1G34420"
"2533",2533,"AT4G26415"
"1231",1231,"AT2G25130"
"538",538,"AT1G36622"
"2439",2439,"AT4G20310"
"2613",2613,"AT4G33730"
"2183",2183,"AT4G00960"
"1097",1097,"AT2G08865"
"1209",1209,"AT2G22600"
"292",292,"AT1G13480"
"2172",2172,"AT4G00210"
"2633",2633,"AT4G35590"
"1334",1334,"AT2G33050"
"2721",2721,"AT5G02180"
"2304",2304,"AT4G11370"
"532",532,"AT1G35330"
"466",466,"AT1G29180"
"3147",3147,"AT5G43890"
"826",826,"AT1G70335"
"2913",2913,"AT5G15160"
"2988",2988,"AT5G23000"
"427",427,"AT1G24150"
"126",126,"AT1G06173"
"445",445,"AT1G26290"
"2062",2062,"AT3G54520"
"2965",2965,"AT5G20420"
"2916",2916,"AT5G15725"
"2067",2067,"AT3G55180"
"2260",2260,"AT4G06980"
"2415",2415,"AT4G18750"
"1267",1267,"AT2G28270"
"1602",1602,"AT3G04825"
"1752",1752,"AT3G14850"
"2504",2504,"AT4G24930"
"592",592,"AT1G51100"
"2331",2331,"AT4G13500"
"986",986,"AT2G01390"
"2192",2192,"AT4G01400"
"1095",1095,"AT2G08760"
"2444",2444,"AT4G21200"
"1302",1302,"AT2G31310"
"3211",3211,"AT5G48410"
"1241",1241,"AT2G26040"
"935",935,"AT1G77145"
"1160",1160,"AT2G17940"
"3351",3351,"AT5G61400"
"1309",1309,"AT2G31870"
"1772",1772,"AT3G16610"
"1687",1687,"AT3G09480"
"346",346,"AT1G16850"
"756",756,"AT1G64940"
"2854",2854,"AT5G10310"
"2677",2677,"AT4G39364"
"2856",2856,"AT5G10380"
"2490",2490,"AT4G24010"
"2689",2689,"AT5G00785"
"224",224,"AT1G09697"
"1281",1281,"AT2G29320"
"170",170,"AT1G07903"
"1693",1693,"AT3G09855"
"1589",1589,"AT3G04255"
"3298",3298,"AT5G55930"
"1900",1900,"AT3G26480"
"1622",1622,"AT3G05620"
"3296",3296,"AT5G55830"
"3226",3226,"AT5G49350"
"2280",2280,"AT4G09010"
"454",454,"AT1G27410"
"2135",2135,"AT3G60840"
"3410",3410,"AT5G66740"
"1829",1829,"AT3G20978"
"1708",1708,"AT3G10880"
"1688",1688,"AT3G09540"
"3283",3283,"AT5G54470"
"902",902,"AT1G75120"
"1105",1105,"AT2G09325"
"107",107,"AT1G05773"
"1014",1014,"AT2G03370"
"3160",3160,"AT5G44600"
"2887",2887,"AT5G13270"
"2858",2858,"AT5G10440"
"3396",3396,"AT5G65820"
"673",673,"AT1G59530"
"159",159,"AT1G07550"
"941",941,"AT1G77855"
"536",536,"AT1G35710"
"641",641,"AT1G55260"
"1022",1022,"AT2G03770"
"502",502,"AT1G32415"
"985",985,"AT2G01320"
"1491",1491,"AT2G45080"
"1562",1562,"AT3G02695"
"3050",3050,"AT5G36260"
"2773",2773,"AT5G04690"
"2344",2344,"AT4G13920"
"2980",2980,"AT5G22270"
"3195",3195,"AT5G47170"
"1142",1142,"AT2G15400"
"806",806,"AT1G68890"
"992",992,"AT2G01760"
"1073",1073,"AT2G07815"
"1531",1531,"AT3G01295"
"1937",1937,"AT3G30770"
"2159",2159,"AT3G62910"
"1129",1129,"AT2G14290"
"1754",1754,"AT3G15130"
"1773",1773,"AT3G16710"
"1943",1943,"AT3G43850"
"589",589,"AT1G51020"
"976",976,"AT1G79960"
"913",913,"AT1G75770"
"1454",1454,"AT2G42340"
"247",247,"AT1G10770"
"760",760,"AT1G65130"
"1702",1702,"AT3G10570"
"1628",1628,"AT3G05860"
"782",782,"AT1G67265"
"1961",1961,"AT3G45390"
"2238",2238,"AT4G05018"
"3350",3350,"AT5G61350"
"1981",1981,"AT3G46800"
"661",661,"AT1G56690"
"990",990,"AT2G01730"
"2582",2582,"AT4G30570"
"1340",1340,"AT2G33385"
"348",348,"AT1G17065"
"181",181,"AT1G08300"
"1270",1270,"AT2G28500"
"261",261,"AT1G11500"
"2164",2164,"AT3G63215"
"635",635,"AT1G54530"
"2592",2592,"AT4G31440"
"1263",1263,"AT2G27780"
"2726",2726,"AT5G02425"
"1640",1640,"AT3G07070"
"1099",1099,"AT2G09010"
"3117",3117,"AT5G41850"
"221",221,"AT1G09663"
"1051",1051,"AT2G05825"
"2752",2752,"AT5G03615"
"1686",1686,"AT3G09430"
"2048",2048,"AT3G53170"
"3282",3282,"AT5G54450"
"3151",3151,"AT5G44390"
"489",489,"AT1G31200"
"553",553,"AT1G45229"
"722",722,"AT1G62914"
"1326",1326,"AT2G32740"
"1692",1692,"AT3G09815"
"2403",2403,"AT4G17905"
"1517",1517,"AT2G47810"
"508",508,"AT1G33090"
"1901",1901,"AT3G26490"
"1992",1992,"AT3G47650"
"223",223,"AT1G09680"
"710",710,"AT1G62290"
"119",119,"AT1G06083"
"517",517,"AT1G34047"
"2295",2295,"AT4G10310"
"3083",3083,"AT5G39350"
"1563",1563,"AT3G02840"
"1424",1424,"AT2G40390"
"3321",3321,"AT5G58610"
"743",743,"AT1G64320"
"2516",2516,"AT4G25410"
"3417",3417,"AT5G67090"
"583",583,"AT1G50400"
"2478",2478,"AT4G23000"
"2239",2239,"AT4G05065"
"2784",2784,"AT5G05840"
"1125",1125,"AT2G14050"
"1513",1513,"AT2G47245"
"3220",3220,"AT5G48980"
"1824",1824,"AT3G20710"
"2614",2614,"AT4G33790"
"1575",1575,"AT3G03370"
"330",330,"AT1G15980"
"1825",1825,"AT3G20730"
"1512",1512,"AT2G47240"
"438",438,"AT1G25422"
"1596",1596,"AT3G04550"
"1607",1607,"AT3G05075"
"810",810,"AT1G69240"
"2480",2480,"AT4G23070"
"850",850,"AT1G71866"
"2912",2912,"AT5G15070"
"2885",2885,"AT5G13230"
"426",426,"AT1G24140"
"827",827,"AT1G70360"
"2684",2684,"AT4G39930"
"3150",3150,"AT5G44130"
"622",622,"AT1G53250"
"1448",1448,"AT2G41505"
"1867",1867,"AT3G24430"
"1331",1331,"AT2G32890"
"3293",3293,"AT5G55590"
"2925",2925,"AT5G16240"
"1699",1699,"AT3G10440"
"712",712,"AT1G62400"
"1544",1544,"AT3G02110"
"133",133,"AT1G06440"
"2716",2716,"AT5G02030"
"1871",1871,"AT3G24615"
"3326",3326,"AT5G59200"
"2932",2932,"AT5G16970"
"1883",1883,"AT3G25620"
"1345",1345,"AT2G34180"
"660",660,"AT1G56500"
"3068",3068,"AT5G38310"
"2727",2727,"AT5G02430"
"1344",1344,"AT2G33855"
"2169",2169,"AT4G00030"
"198",198,"AT1G09220"
"115",115,"AT1G05950"
"3363",3363,"AT5G62750"
"121",121,"AT1G06135"
"1889",1889,"AT3G26040"
"3218",3218,"AT5G48890"
"2348",2348,"AT4G14170"
"72",72,"AT1G04570"
"1680",1680,"AT3G09135"
"1139",1139,"AT2G15318"
"2940",2940,"AT5G17580"
"2922",2922,"AT5G15970"
"1147",1147,"AT2G16245"
"1138",1138,"AT2G15220"
"1542",1542,"AT3G02010"
"3189",3189,"AT5G46680"
"1411",1411,"AT2G39310"
"1659",1659,"AT3G07900"
"311",311,"AT1G14520"
"2626",2626,"AT4G35070"
"2177",2177,"AT4G00390"
"653",653,"AT1G56060"
"446",446,"AT1G26360"
"2909",2909,"AT5G14870"
"1786",1786,"AT3G17712"
"3085",3085,"AT5G39420"
"3193",3193,"AT5G46795"
"1470",1470,"AT2G43465"
"2094",2094,"AT3G57380"
"2665",2665,"AT4G38140"
"980",980,"AT1G80315"
"1246",1246,"AT2G26500"
"2843",2843,"AT5G09535"
"3180",3180,"AT5G46100"
"2145",2145,"AT3G61450"
"2951",2951,"AT5G19100"
"441",441,"AT1G26210"
"2207",2207,"AT4G02700"
"1218",1218,"AT2G23672"
"1168",1168,"AT2G18650"
"1795",1795,"AT3G18500"
"1122",1122,"AT2G13810"
"3054",3054,"AT5G37210"
"2178",2178,"AT4G00400"
"1746",1746,"AT3G14460"
"117",117,"AT1G06033"
"3164",3164,"AT5G44740"
"398",398,"AT1G21210"
"3161",3161,"AT5G44660"
"2208",2208,"AT4G02750"
"1501",1501,"AT2G46380"
"76",76,"AT1G04700"
"1037",1037,"AT2G04790"
"469",469,"AT1G29395"
"2715",2715,"AT5G02000"
"1842",1842,"AT3G22235"
"682",682,"AT1G60160"
"1944",1944,"AT3G43920"
"2942",2942,"AT5G17960"
"2578",2578,"AT4G29880"
"3325",3325,"AT5G59060"
"2763",2763,"AT5G04050"
"874",874,"AT1G73860"
"2036",2036,"AT3G51410"
"800",800,"AT1G68540"
"279",279,"AT1G12550"
"3217",3217,"AT5G48850"
"3215",3215,"AT5G48780"
"3196",3196,"AT5G47220"
"3281",3281,"AT5G54300"
"3192",3192,"AT5G46770"
"2233",2233,"AT4G04840"
"265",265,"AT1G11915"
"1378",1378,"AT2G36295"
"1527",1527,"AT3G01105"
"1247",1247,"AT2G26515"
"1894",1894,"AT3G26130"
"403",403,"AT1G21460"
"904",904,"AT1G75260"
"482",482,"AT1G30473"
"2339",2339,"AT4G13680"
"463",463,"AT1G29000"
"1410",1410,"AT2G39230"
"531",531,"AT1G35255"
"2193",2193,"AT4G01435"
"1471",1471,"AT2G43470"
"2770",2770,"AT5G04390"
"439",439,"AT1G25425"
"2156",2156,"AT3G62590"
"3297",3297,"AT5G55840"
"1720",1720,"AT3G11460"
"2448",2448,"AT4G21445"
"1066",1066,"AT2G07771"
"3048",3048,"AT5G36110"
"3263",3263,"AT5G52630"
"1532",1532,"AT3G01311"
"793",793,"AT1G68200"
"2318",2318,"AT4G12350"
"2343",2343,"AT4G13918"
"2330",2330,"AT4G13495"
"2075",2075,"AT3G55800"
"285",285,"AT1G13040"
"921",921,"AT1G76230"
"1539",1539,"AT3G01795"
"1613",1613,"AT3G05320"
"3022",3022,"AT5G26270"
"3357",3357,"AT5G61950"
"2110",2110,"AT3G58590"
"3328",3328,"AT5G59360"
"3120",3120,"AT5G42010"
"111",111,"AT1G05894"
"494",494,"AT1G31430"
"792",792,"AT1G68180"
"2559",2559,"AT4G28660"
"498",498,"AT1G31800"
"2322",2322,"AT4G12740"
"414",414,"AT1G22810"
"1675",1675,"AT3G08990"
"1337",1337,"AT2G33230"
"2697",2697,"AT5G01155"
"26",26,"AT1G02530"
"1994",1994,"AT3G47950"
"1423",1423,"AT2G40300"
"2570",2570,"AT4G29400"
"2543",2543,"AT4G27300"
"1520",1520,"AT2G48075"
"2589",2589,"AT4G31230"
"1481",1481,"AT2G44290"
"3421",3421,"AT5G67385"
"2850",2850,"AT5G09990"
"1312",1312,"AT2G32130"
"3411",3411,"AT5G66780"
"2959",2959,"AT5G19650"
"2982",2982,"AT5G22520"
"2227",2227,"AT4G04330"
"3445",3445,"ATCG01300"
"3194",3194,"AT5G47160"
"971",971,"AT1G79510"
"3420",3420,"AT5G67350"
"468",468,"AT1G29230"
"215",215,"AT1G09530"
"954",954,"AT1G78540"
"927",927,"AT1G76730"
"1766",1766,"AT3G16030"
"2045",2045,"AT3G52550"
"1560",1560,"AT3G02610"
"1823",1823,"AT3G20680"
"2661",2661,"AT4G37895"
"475",475,"AT1G29830"
"1626",1626,"AT3G05820"
"2312",2312,"AT4G11890"
"1759",1759,"AT3G15620"
"1953",1953,"AT3G44753"
"3155",3155,"AT5G44568"
"3225",3225,"AT5G49290"
"1154",1154,"AT2G17260"
"981",981,"AT1G80320"
"3290",3290,"AT5G55370"
"2754",2754,"AT5G03640"
"180",180,"AT1G08293"
"949",949,"AT1G78430"
"2108",2108,"AT3G58430"
"3386",3386,"AT5G65070"
"455",455,"AT1G27610"
"2950",2950,"AT5G19060"
"1738",1738,"AT3G13770"
"1184",1184,"AT2G20030"
"2484",2484,"AT4G23340"
"1756",1756,"AT3G15400"
"2540",2540,"AT4G26950"
"1617",1617,"AT3G05365"
"2446",2446,"AT4G21250"
"868",868,"AT1G73360"
"899",899,"AT1G75000"
"399",399,"AT1G21230"
"382",382,"AT1G19394"
"3254",3254,"AT5G51930"
"844",844,"AT1G71330"
"216",216,"AT1G09533"
"2427",2427,"AT4G19220"
"1603",1603,"AT3G04854"
"664",664,"AT1G57570"
"1507",1507,"AT2G46810"
"2389",2389,"AT4G16857"
"176",176,"AT1G08173"
"1524",1524,"AT3G01035"
"1879",1879,"AT3G25130"
"3084",3084,"AT5G39400"
"2573",2573,"AT4G29550"
"1564",1564,"AT3G02925"
"2952",2952,"AT5G19110"
"11",11,"AT1G01660"
"842",842,"AT1G71050"
"1285",1285,"AT2G29620"
"1169",1169,"AT2G18917"
"2600",2600,"AT4G32800"
"1151",1151,"AT2G16870"
"3313",3313,"AT5G57540"
"716",716,"AT1G62670"
"1732",1732,"AT3G13065"
"680",680,"AT1G60095"
"2556",2556,"AT4G28380"
"3148",3148,"AT5G43950"
"1391",1391,"AT2G37610"
"783",783,"AT1G67400"
"2395",2395,"AT4G16980"
"577",577,"AT1G49490"
"572",572,"AT1G49205"
"1711",1711,"AT3G11020"
"1300",1300,"AT2G31180"
"1700",1700,"AT3G10470"
"894",894,"AT1G74630"
"251",251,"AT1G11125"
"319",319,"AT1G14960"
"3392",3392,"AT5G65350"
"882",882,"AT1G74180"
"3144",3144,"AT5G43725"
"543",543,"AT1G43140"
"305",305,"AT1G14345"
"3452",3452,"ATMG00920"
"1137",1137,"AT2G15128"
"2319",2319,"AT4G12382"
"2035",2035,"AT3G51380"
"2551",2551,"AT4G27845"
"1921",1921,"AT3G28660"
"202",202,"AT1G09327"
"2299",2299,"AT4G11100"
"3318",3318,"AT5G58280"
"3060",3060,"AT5G37670"
"824",824,"AT1G70185"
"2810",2810,"AT5G07450"
"2363",2363,"AT4G15215"
"3042",3042,"AT5G35190"
"3052",3052,"AT5G36930"
"1993",1993,"AT3G47840"
"620",620,"AT1G53230"
"702",702,"AT1G61600"
"2870",2870,"AT5G11360"
"1920",1920,"AT3G28620"
"2868",2868,"AT5G11210"
"601",601,"AT1G52110"
"828",828,"AT1G70430"
"1211",1211,"AT2G22821"
"2508",2508,"AT4G25160"
"1421",1421,"AT2G40165"
"1676",1676,"AT3G09040"
"353",353,"AT1G17235"
"2620",2620,"AT4G34320"
"593",593,"AT1G51110"
"1583",1583,"AT3G04030"
"1011",1011,"AT2G03230"
"2463",2463,"AT4G21920"
"1503",1503,"AT2G46430"
"544",544,"AT1G43800"
"1899",1899,"AT3G26450"
"2503",2503,"AT4G24910"
"726",726,"AT1G63150"
"1002",1002,"AT2G02540"
"922",922,"AT1G76430"
"1396",1396,"AT2G38010"
"591",591,"AT1G51080"
"3224",3224,"AT5G49190"
"421",421,"AT1G23840"
"3044",3044,"AT5G35760"
"340",340,"AT1G16480"
"1144",1144,"AT2G15630"
"3405",3405,"AT5G66631"
"928",928,"AT1G76740"
"154",154,"AT1G07473"
"683",683,"AT1G60190"
"665",665,"AT1G58037"
"1947",1947,"AT3G44350"
"103",103,"AT1G05600"
"1552",1552,"AT3G02380"
"1855",1855,"AT3G23120"
"2871",2871,"AT5G11420"
"567",567,"AT1G48670"
"1636",1636,"AT3G06830"
"2737",2737,"AT5G02895"
"1399",1399,"AT2G38100"
"1306",1306,"AT2G31560"
"687",687,"AT1G60930"
"3353",3353,"AT5G61490"
"3378",3378,"AT5G64630"
"840",840,"AT1G70920"
"1170",1170,"AT2G18938"
"1192",1192,"AT2G21210"
"3233",3233,"AT5G49870"
"1249",1249,"AT2G26560"
"417",417,"AT1G23350"
"936",936,"AT1G77270"
"1683",1683,"AT3G09290"
"350",350,"AT1G17200"
"387",387,"AT1G19900"
"1948",1948,"AT3G44450"
"1466",1466,"AT2G42940"
"1313",1313,"AT2G32140"
"1092",1092,"AT2G08695"
"56",56,"AT1G04090"
"1548",1548,"AT3G02305"
"268",268,"AT1G12070"
"1354",1354,"AT2G34920"
"360",360,"AT1G17630"
"1417",1417,"AT2G39690"
"2608",2608,"AT4G33470"
"597",597,"AT1G51500"
"416",416,"AT1G23201"
"2907",2907,"AT5G14770"
"1642",1642,"AT3G07120"
"2180",2180,"AT4G00750"
"1970",1970,"AT3G46190"
"2816",2816,"AT5G07800"
"3448",3448,"ATMG00370"
"1096",1096,"AT2G08770"
"2350",2350,"AT4G14450"
"3101",3101,"AT5G40410"
"1540",1540,"AT3G01895"
"2317",2317,"AT4G12240"
"1704",1704,"AT3G10600"
"2134",2134,"AT3G60700"
"1695",1695,"AT3G09950"
"3187",3187,"AT5G46460"
"3250",3250,"AT5G51490"
"1719",1719,"AT3G11402"
"3099",3099,"AT5G40320"
"2733",2733,"AT5G02760"
"1427",1427,"AT2G40670"
"1472",1472,"AT2G43510"
"3032",3032,"AT5G27290"
"411",411,"AT1G22490"
"2",2,"AT1G01140"
"3463",3463,"ATMG01380"
"2971",2971,"AT5G20870"
"1691",1691,"AT3G09790"
"2291",2291,"AT4G09940"
"1098",1098,"AT2G08915"
"2827",2827,"AT5G08495"
"606",606,"AT1G52415"
"1697",1697,"AT3G09965"
"3028",3028,"AT5G27060"
"1525",1525,"AT3G01060"
"1986",1986,"AT3G47070"
"2561",2561,"AT4G28740"
"197",197,"AT1G09170"
"493",493,"AT1G31310"
"2953",2953,"AT5G19210"
"901",901,"AT1G75110"
"1275",1275,"AT2G28710"
"2593",2593,"AT4G31615"
"1873",1873,"AT3G24780"
"2993",2993,"AT5G23800"
"2053",2053,"AT3G53680"
"3412",3412,"AT5G66816"
"1244",1244,"AT2G26420"
"554",554,"AT1G45248"
"1778",1778,"AT3G17225"
"2083",2083,"AT3G56550"
"41",41,"AT1G03540"
"3119",3119,"AT5G41870"
"2741",2741,"AT5G03120"
"2496",2496,"AT4G24415"
"2605",2605,"AT4G33290"
"22",22,"AT1G02380"
"2595",2595,"AT4G32000"
"393",393,"AT1G20515"
"1494",1494,"AT2G45550"
"3103",3103,"AT5G40500"
"472",472,"AT1G29590"
"911",911,"AT1G75717"
"1977",1977,"AT3G46668"
"1450",1450,"AT2G41690"
"1917",1917,"AT3G27980"
"2334",2334,"AT4G13560"
"1008",1008,"AT2G03010"
"670",670,"AT1G58602"
"3454",3454,"ATMG01010"
"2874",2874,"AT5G11540"
"864",864,"AT1G73066"
"381",381,"AT1G19380"
"848",848,"AT1G71760"
"1163",1163,"AT2G18100"
"1219",1219,"AT2G23910"
"3190",3190,"AT5G46720"
"2690",2690,"AT5G00820"
"3015",3015,"AT5G25530"
"1771",1771,"AT3G16390"
"3339",3339,"AT5G60022"
"599",599,"AT1G51620"
"2497",2497,"AT4G24420"
"766",766,"AT1G65910"
"2679",2679,"AT4G39404"
"2985",2985,"AT5G22690"
"1807",1807,"AT3G19310"
"2710",2710,"AT5G01580"
"1239",1239,"AT2G25680"
"2099",2099,"AT3G57730"
"1647",1647,"AT3G07490"
"1367",1367,"AT2G35660"
"2482",2482,"AT4G23180"
"3431",3431,"ATCG00300"
"1467",1467,"AT2G43000"
"2385",2385,"AT4G16600"
"2014",2014,"AT3G49740"
"3414",3414,"AT5G66840"
"1052",1052,"AT2G06835"
"2837",2837,"AT5G09315"
"205",205,"AT1G09415"
"3390",3390,"AT5G65160"
"30",30,"AT1G02670"
"535",535,"AT1G35625"
"2467",2467,"AT4G22467"
"1967",1967,"AT3G45870"
"3097",3097,"AT5G40210"
"480",480,"AT1G30280"
"2552",2552,"AT4G27850"
"2943",2943,"AT5G18065"
"2272",2272,"AT4G08425"
"832",832,"AT1G70510"
"621",621,"AT1G53233"
"1813",1813,"AT3G19710"
"657",657,"AT1G56165"
"2590",2590,"AT4G31240"
"2524",2524,"AT4G25790"
"24",24,"AT1G02420"
"924",924,"AT1G76570"
"1477",1477,"AT2G43890"
"190",190,"AT1G08723"
"2434",2434,"AT4G20060"
"3128",3128,"AT5G42490"
"2693",2693,"AT5G00880"
"3034",3034,"AT5G27440"
"2246",2246,"AT4G05735"
"1084",1084,"AT2G08455"
"2000",2000,"AT3G48475"
"2869",2869,"AT5G11250"
"2926",2926,"AT5G16340"
"2495",2495,"AT4G24320"
"2736",2736,"AT5G02890"
"1015",1015,"AT2G03380"
"211",211,"AT1G09493"
"1849",1849,"AT3G22830"
"860",860,"AT1G72720"
"1663",1663,"AT3G08070"
"609",609,"AT1G52530"
"3360",3360,"AT5G62310"
"81",81,"AT1G04823"
"658",658,"AT1G56240"
"2103",2103,"AT3G58090"
"693",693,"AT1G61310"
"3455",3455,"ATMG01090"
"3368",3368,"AT5G63290"
"2477",2477,"AT4G22990"
"2316",2316,"AT4G12005"
"978",978,"AT1G80110"
"2315",2315,"AT4G11990"
"1171",1171,"AT2G18950"
"1939",1939,"AT3G32047"
"1689",1689,"AT3G09680"
"3232",3232,"AT5G49850"
"2903",2903,"AT5G14515"
"2832",2832,"AT5G08880"
"2105",2105,"AT3G58190"
"3031",3031,"AT5G27230"
"2700",2700,"AT5G01315"
"2596",2596,"AT4G32280"
"2472",2472,"AT4G22760"
"3064",3064,"AT5G38030"
"666",666,"AT1G58150"
"3457",3457,"ATMG01200"
"2542",2542,"AT4G27290"
"997",997,"AT2G02000"
"2175",2175,"AT4G00305"
"1311",1311,"AT2G31940"
"470",470,"AT1G29420"
"272",272,"AT1G12220"
"2643",2643,"AT4G36240"
"1360",1360,"AT2G35290"
"1355",1355,"AT2G34930"
"422",422,"AT1G23965"
"1132",1132,"AT2G14760"
"3063",3063,"AT5G38010"
"160",160,"AT1G07567"
"2979",2979,"AT5G21950"
"1749",1749,"AT3G14650"
"2092",2092,"AT3G57190"
"2708",2708,"AT5G01555"
"2107",2107,"AT3G58370"
"1321",1321,"AT2G32510"
"2018",2018,"AT3G50120"
"989",989,"AT2G01580"
"3075",3075,"AT5G38770"
"1252",1252,"AT2G26790"
"2974",2974,"AT5G21050"
"1308",1308,"AT2G31865"
"2962",2962,"AT5G20140"
"1019",1019,"AT2G03710"
"2358",2358,"AT4G14860"
"2562",2562,"AT4G28750"
"2937",2937,"AT5G17450"
"2224",2224,"AT4G04015"
"1599",1599,"AT3G04760"
"1268",1268,"AT2G28420"
"3440",3440,"ATCG01080"
"1498",1498,"AT2G45900"
"1916",1916,"AT3G27940"
"957",957,"AT1G78780"
"3447",3447,"ATMG00110"
"3434",3434,"ATCG00580"
"2139",2139,"AT3G61090"
"2044",2044,"AT3G52540"
"794",794,"AT1G68240"
"289",289,"AT1G13250"
"1222",1222,"AT2G24030"
"576",576,"AT1G49405"
"1910",1910,"AT3G27540"
"424",424,"AT1G23995"
"2720",2720,"AT5G02170"
"1629",1629,"AT3G05930"
"3236",3236,"AT5G50562"
"501",501,"AT1G32270"
"3449",3449,"ATMG00650"
"429",429,"AT1G24330"
"390",390,"AT1G20230"
"1978",1978,"AT3G46710"
"1908",1908,"AT3G27490"
"584",584,"AT1G50450"
"2642",2642,"AT4G36110"
"62",62,"AT1G04330"
"570",570,"AT1G49000"
"2049",2049,"AT3G53310"
"3278",3278,"AT5G54050"
"1482",1482,"AT2G44340"
"1197",1197,"AT2G21610"
"405",405,"AT1G21528"
"1809",1809,"AT3G19470"
"209",209,"AT1G09480"
"296",296,"AT1G13680"
"78",78,"AT1G04743"
"1865",1865,"AT3G23870"
"2999",2999,"AT5G24318"
"3271",3271,"AT5G52970"
"2930",2930,"AT5G16790"
"2058",2058,"AT3G54060"
"559",559,"AT1G47580"
"1830",1830,"AT3G21000"
"2111",2111,"AT3G58780"
"388",388,"AT1G19940"
"1446",1446,"AT2G41445"
"1988",1988,"AT3G47290"
"655",655,"AT1G56130"
"114",114,"AT1G05943"
"2102",2102,"AT3G57920"
"742",742,"AT1G64300"
"1566",1566,"AT3G03090"
"2724",2724,"AT5G02320"
"2242",2242,"AT4G05395"
"2200",2200,"AT4G01760"
"2451",2451,"AT4G21515"
"728",728,"AT1G63350"
"3238",3238,"AT5G50590"
"1322",1322,"AT2G32550"
"1518",1518,"AT2G47895"
"1004",1004,"AT2G02700"
"1856",1856,"AT3G23260"
"644",644,"AT1G55440"
"1534",1534,"AT3G01490"
"2983",2983,"AT5G22530"
"1042",1042,"AT2G05205"
"368",368,"AT1G18075"
"1436",1436,"AT2G41180"
"196",196,"AT1G09127"
"186",186,"AT1G08513"
"3376",3376,"AT5G64450"
"2379",2379,"AT4G16146"
"1594",1594,"AT3G04443"
"226",226,"AT1G09812"
"1652",1652,"AT3G07785"
"2822",2822,"AT5G08250"
"304",304,"AT1G14280"
"1426",1426,"AT2G40610"
"1840",1840,"AT3G22150"
"974",974,"AT1G79910"
"1763",1763,"AT3G15840"
"492",492,"AT1G31290"
"80",80,"AT1G04778"
"1377",1377,"AT2G36270"
"1376",1376,"AT2G36210"
"3349",3349,"AT5G61290"
"3260",3260,"AT5G52410"
"3244",3244,"AT5G50990"
"1070",1070,"AT2G07785"
"1543",1543,"AT3G02095"
"2151",2151,"AT3G61897"
"484",484,"AT1G30515"
"802",802,"AT1G68630"
"2430",2430,"AT4G19680"
"3173",3173,"AT5G45650"
"3304",3304,"AT5G57180"
"3036",3036,"AT5G27630"
"3070",3070,"AT5G38420"
"2412",2412,"AT4G18470"
"2534",2534,"AT4G26488"
